Date,Location,AssetType,Category,Month_Actual,Month_Budget,Month_Variance,YTD_Actual,YTD_Budget,YTD_Variance
2022-03-31,Consolidated,Expenses,Contractor Fees,3980.78,2868.00,1112.78,22407.00,17208.00,5199.00
2022-03-31,Consolidated,Expenses,Communications,63297.33,24156.00,39141.33,153381.58,144936.00,8445.58
2022-03-31,Consolidated,Expenses,TDY,4835.55,84154.00,-79318.45,48736.77,126825.00,-78088.23
2022-03-31,Consolidated,Expenses,PCS,33526.36,5150.00,28376.36,83230.11,30900.00,52330.11
2022-03-31,Consolidated,Expenses,IT Expense & Maint,51765.21,36441.00,15324.21,461579.55,218646.00,242933.55
2022-03-31,Consolidated,Expenses,Machine Expense & Maint,17362.28,150444.00,-133081.72,145200.57,902664.00,-757463.43
2022-03-31,Consolidated,Expenses,Vehicle Expense,4630.50,3776.00,854.50,29737.85,22656.00,7081.85
2022-03-31,Consolidated,Expenses,Training,6186.04,9000.00,-2813.96,11998.79,46500.00,-34501.21
2022-03-31,Consolidated,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,449.42,.00,449.42
2022-03-31,Consolidated,Expenses,Audit-Independent,9251.17,9252.00,-.83,55506.98,55512.00,-5.02
2022-03-31,Consolidated,Expenses,Audit-IMCOM Int Review,362.30,3383.00,-3020.70,18565.80,20298.00,-1732.20
2022-03-31,Consolidated,Expenses,Other Expenses,20421.31,25195.00,-4773.69,151596.64,151170.00,426.64
2022-03-31,Consolidated,Expenses,Total Operating Expenses,1282703.79,1541148.00,-258444.21,7365383.95,9039587.00,-1674203.05
2022-03-31,Consolidated,Expenses,Net Operating Income/(Loss),2622601.16,1426141.00,1196460.16,9259773.30,5201759.00,4058014.30
2022-03-31,Consolidated,Net,Interest Revenue,19828.63,22007.00,-2178.37,118347.41,132042.00,-13694.59
2022-03-31,Consolidated,Net,Non-Operating Inc/(Exp),5522.96,.00,5522.96,2246.03,.00,2246.03
2022-03-31,Consolidated,Net,Net Income/(Loss),2647952.75,1448148.00,1199804.75,9380366.74,5333801.00,4046565.74
2022-03-31,Consolidated,Net,Distributions,2647952.75,1448148.00,1199804.75,9056479.64,4905055.00,4151424.64
2022-03-31,Consolidated,Net,After Distributions,.00,.00,.00,323887.10,428746.00,-104858.90
2022-03-31,Europe,Revenue,Gaming Machine Revenue,1909482.05,1326749.00,582733.05,8032639.36,7750578.00,282061.36
2022-03-31,Europe,Revenue,Total Revenue,1909482.05,1326749.00,582733.05,8032639.36,7750578.00,282061.36
2022-03-31,Europe,Revenue,Gaming NAFI,521070.25,374186.00,146884.25,2289230.45,2207757.00,81473.45
2022-03-31,Europe,Revenue,Total Direct Reimbursement,521070.25,374186.00,146884.25,2289230.45,2207757.00,81473.45
2022-03-31,Europe,Revenue,Net Revenue,1388411.80,952563.00,435848.80,5743408.91,5542821.00,200587.91
2022-03-31,Europe,Expenses,Compensation & Benefits,343403.98,332203.00,11200.98,1869609.40,2108745.00,-239135.60
2022-03-31,Europe,Expenses,Depreciation Expense,111797.01,163108.00,-51310.99,715020.59,978648.00,-263627.41
2022-03-31,Europe,Expenses,Contractor Fees,1520.50,1150.00,370.50,8481.46,6900.00,1581.46
2022-03-31,Europe,Expenses,Communications,9200.10,12109.00,-2908.90,54794.25,72654.00,-17859.75
2022-03-31,Europe,Expenses,TDY,3351.05,65393.00,-62041.95,45267.83,95939.00,-50671.17
2022-03-31,Europe,Expenses,PCS,2462.36,2143.00,319.36,38554.92,12858.00,25696.92
2022-03-31,Europe,Expenses,IT Expense & Maint,19704.21,14747.00,4957.21,176260.07,88482.00,87778.07
2022-03-31,Europe,Expenses,Machine Expense & Maint,7754.76,57575.00,-49820.24,57458.99,345450.00,-287991.01
2022-03-31,Europe,Expenses,Vehicle Expense,3510.06,2065.00,1445.06,19177.11,12390.00,6787.11
2022-03-31,Europe,Expenses,Training,4767.64,3507.00,1260.64,6960.15,22006.00,-15045.85
2022-03-31,Europe,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,449.42,.00,449.42
2022-03-31,Europe,Expenses,Audit-Independent,3533.60,3660.00,-126.40,20708.77,21960.00,-1251.23
2022-03-31,Europe,Expenses,Audit-IMCOM Int Review,138.39,1338.00,-1199.61,6911.30,8028.00,-1116.70
2022-03-31,Europe,Expenses,Other Expenses,7990.68,9355.00,-1364.32,58590.98,56130.00,2460.98
2022-03-31,Europe,Expenses,Total Operating Expenses,519134.34,668353.00,-149218.66,3078245.24,3830190.00,-751944.76
2022-03-31,Europe,Expenses,Net Operating Income/(Loss),869277.46,284210.00,585067.46,2665163.67,1712631.00,952532.67
2022-03-31,Europe,Net,Interest Revenue,4982.93,4487.00,495.93,29728.22,26922.00,2806.22
2022-03-31,Europe,Net,Non-Operating Inc/(Exp),5523.74,.00,5523.74,2325.65,.00,2325.65
2022-03-31,Europe,Net,Net Income/(Loss),879784.13,288697.00,591087.13,2697217.54,1739553.00,957664.54
2022-03-31,Europe,Net,Distributions,879784.13,288697.00,591087.13,2574960.78,1542239.00,1032721.78
2022-03-31,Europe,Net,After Distributions,.00,.00,.00,122256.76,197314.00,-75057.24
2022-03-31,Korea,Revenue,Gaming Machine Revenue,2333381.65,1879578.00,453803.65,10509461.35,7167714.00,3341747.35
2022-03-31,Korea,Revenue,Total Revenue,2333381.65,1879578.00,453803.65,10509461.35,7167714.00,3341747.35
2022-03-31,Korea,Revenue,Gaming NAFI,452243.45,391590.00,60653.45,2238345.76,1522697.00,715648.76
2022-03-31,Korea,Revenue,Total Direct Reimbursement,452243.45,391590.00,60653.45,2238345.76,1522697.00,715648.76
2022-03-31,Korea,Revenue,Net Revenue,1881138.20,1487988.00,393150.20,8271115.59,5645017.00,2626098.59
2022-03-31,Korea,Expenses,Compensation & Benefits,161494.28,207865.00,-46370.72,889245.63,1264428.00,-375182.37
2022-03-31,Korea,Expenses,Depreciation Expense,73587.56,108833.00,-35245.44,474781.05,652998.00,-178216.95
2022-03-31,Korea,Expenses,Contractor Fees,901.73,644.00,257.73,5054.53,3864.00,1190.53
2022-03-31,Korea,Expenses,Communications,22433.83,7034.00,15399.83,51353.93,42204.00,9149.93
2022-03-31,Korea,Expenses,TDY,67.96,5181.00,-5113.04,655.79,9388.00,-8732.21
2022-03-31,Korea,Expenses,PCS,31064.00,243.00,30821.00,36233.24,1458.00,34775.24
2022-03-31,Korea,Expenses,IT Expense & Maint,11760.33,8053.00,3707.33,106779.29,48318.00,58461.29
2022-03-31,Korea,Expenses,Machine Expense & Maint,843.29,32902.00,-32058.71,27105.37,197412.00,-170306.63
2022-03-31,Korea,Expenses,Vehicle Expense,504.50,469.00,35.50,3016.03,2814.00,202.03
2022-03-31,Korea,Expenses,Training,519.87,2072.00,-1552.13,1828.97,9362.00,-7533.03
2022-03-31,Korea,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,.00,.00,.00
2022-03-31,Korea,Expenses,Audit-Independent,2095.61,2104.00,-8.39,12438.21,12624.00,-185.79
2022-03-31,Korea,Expenses,Audit-IMCOM Int Review,82.06,769.00,-686.94,4156.09,4614.00,-457.91
2022-03-31,Korea,Expenses,Other Expenses,5740.35,6236.00,-495.65,37606.95,37416.00,190.95
2022-03-31,Korea,Expenses,Total Operating Expenses,311095.37,382405.00,-71309.63,1650255.08,2286900.00,-636644.92
2022-03-31,Korea,Expenses,Net Operating Income/(Loss),1570042.83,1105583.00,464459.83,6620860.51,3358117.00,3262743.51
2022-03-31,Korea,Net,Interest Revenue,6795.27,9483.00,-2687.73,41429.51,56898.00,-15468.49
2022-03-31,Korea,Net,Non-Operating Inc/(Exp),-.29,.00,-.29,-28.72,.00,-28.72
2022-03-31,Korea,Net,Net Income/(Loss),1576837.81,1115066.00,461771.81,6662261.30,3415015.00,3247246.30
2022-03-31,Korea,Net,Distributions,1576837.81,1115066.00,461771.81,6581144.98,3205295.00,3375849.98
2022-03-31,Korea,Net,After Distributions,.00,.00,.00,81116.32,209720.00,-128603.68
2022-03-31,Japan,Revenue,Gaming Machine Revenue,2590442.55,2316604.00,273838.55,12171431.80,13418939.00,-1247507.20
2022-03-31,Japan,Revenue,Total Revenue,2590442.55,2316604.00,273838.55,12171431.80,13418939.00,-1247507.20
2022-03-31,Japan,Revenue,Gaming NAFI,1954687.60,1789866.00,164821.60,9560799.05,10365431.00,-804631.95
2022-03-31,Japan,Revenue,Total Direct Reimbursement,1954687.60,1789866.00,164821.60,9560799.05,10365431.00,-804631.95
2022-03-31,Japan,Revenue,Net Revenue,635754.95,526738.00,109016.95,2610632.75,3053508.00,-442875.25
2022-03-31,Japan,Expenses,Compensation & Benefits,270320.32,218515.00,51805.32,1528345.11,1356623.00,171722.11
2022-03-31,Japan,Expenses,Depreciation Expense,106481.81,156805.00,-50323.19,705991.11,940830.00,-234838.89
2022-03-31,Japan,Expenses,Contractor Fees,1558.55,1074.00,484.55,8871.01,6444.00,2427.01
2022-03-31,Japan,Expenses,Communications,31663.40,5013.00,26650.40,47233.40,30078.00,17155.40
2022-03-31,Japan,Expenses,TDY,1416.54,13580.00,-12163.46,2813.15,21498.00,-18684.85
2022-03-31,Japan,Expenses,PCS,.00,2764.00,-2764.00,8441.95,16584.00,-8142.05
2022-03-31,Japan,Expenses,IT Expense & Maint,20300.67,13641.00,6659.67,178540.19,81846.00,96694.19
2022-03-31,Japan,Expenses,Machine Expense & Maint,8764.23,59967.00,-51202.77,60636.21,359802.00,-299165.79
2022-03-31,Japan,Expenses,Vehicle Expense,615.94,1242.00,-626.06,7544.71,7452.00,92.71
2022-03-31,Japan,Expenses,Training,898.53,3421.00,-2522.47,3209.67,15132.00,-11922.33
2022-03-31,Japan,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,.00,.00,.00
2022-03-31,Japan,Expenses,Audit-Independent,3621.96,3488.00,133.96,22360.00,20928.00,1432.00
2022-03-31,Japan,Expenses,Audit-IMCOM Int Review,141.85,1276.00,-1134.15,7498.41,7656.00,-157.59
2022-03-31,Japan,Expenses,Other Expenses,6690.28,9604.00,-2913.72,55398.71,57624.00,-2225.29
2022-03-31,Japan,Expenses,Total Operating Expenses,452474.08,490390.00,-37915.92,2636883.63,2922497.00,-285613.37
2022-03-31,Japan,Expenses,Net Operating Income/(Loss),183280.87,36348.00,146932.87,-26250.88,131011.00,-157261.88
2022-03-31,Japan,Net,Interest Revenue,8050.43,8037.00,13.43,47189.68,48222.00,-1032.32
2022-03-31,Japan,Net,Non-Operating Inc/(Exp),-.49,.00,-.49,-50.90,.00,-50.90
2022-03-31,Japan,Net,Net Income/(Loss),191330.81,44385.00,146945.81,20887.90,179233.00,-158345.10
2022-03-31,Japan,Net,Distributions,191330.81,44385.00,146945.81,-99626.12,157521.00,-257147.12
2022-03-31,Japan,Net,After Distributions,.00,.00,.00,120514.02,21712.00,98802.02
2024-03-31,Consolidated,Revenue,Gaming Machine Revenue,5734267.29,6576167.00,-841899.71,34396664.35,34248731.00,147933.35
2024-03-31,Consolidated,Revenue,Total Revenue,5734267.29,6576167.00,-841899.71,34396664.35,34248731.00,147933.35
2024-03-31,Consolidated,Revenue,Gaming NAFI,2610873.65,2955975.00,-345101.35,15464839.40,15347191.00,117648.40
2024-03-31,Consolidated,Revenue,Total Direct Reimbursement,2610873.65,2955975.00,-345101.35,15464839.40,15347191.00,117648.40
2024-03-31,Consolidated,Revenue,Net Revenue,3123393.64,3620192.00,-496798.36,18931824.95,18901540.00,30284.95
2024-03-31,Consolidated,Expenses,Compensation & Benefits,768192.59,813746.00,-45553.41,4601517.22,5169748.00,-568230.78
2024-03-31,Consolidated,Expenses,Depreciation Expense,411230.56,355087.00,56143.56,2369810.36,2130522.00,239288.36
2024-03-31,Consolidated,Expenses,Contractor Fees,-1794.00,9104.00,-10898.00,24986.00,54624.00,-29638.00
2024-03-31,Consolidated,Expenses,Communications,24338.62,21905.00,2433.62,109573.14,131430.00,-21856.86
2024-03-31,Consolidated,Expenses,TDY,32625.55,86091.00,-53465.45,261316.44,487890.00,-226573.56
2024-03-31,Consolidated,Expenses,PCS,7688.16,10981.00,-3292.84,76856.46,65886.00,10970.46
2024-03-31,Consolidated,Expenses,IT Expense & Maint,65093.78,86074.00,-20980.22,332855.12,516444.00,-183588.88
2024-03-31,Consolidated,Expenses,Machine Expense & Maint,94565.67,160090.00,-65524.33,1642235.19,960540.00,681695.19
2024-03-31,Consolidated,Expenses,Vehicle Expense,12377.63,7488.00,4889.63,42808.65,39743.00,3065.65
2024-03-31,Consolidated,Expenses,Training,.00,6550.00,-6550.00,9742.53,105034.00,-95291.47
2024-03-31,Consolidated,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,107839.33,.00,107839.33
2024-03-31,Consolidated,Expenses,Audit-Independent,9834.50,9251.00,583.50,59007.00,55506.00,3501.00
2024-03-31,Consolidated,Expenses,Audit-IMCOM Int Review,.00,4288.00,-4288.00,10777.57,25728.00,-14950.43
2024-03-31,Consolidated,Expenses,Other Expenses,26018.60,27868.00,-1849.40,147757.93,167208.00,-19450.07
2024-03-31,Consolidated,Expenses,Total Operating Expenses,1450171.66,1598523.00,-148351.34,9797082.94,9910303.00,-113220.06
2024-03-31,Consolidated,Expenses,Net Operating Income/(Loss),1673221.98,2021669.00,-348447.02,9134742.01,8991237.00,143505.01
2024-03-31,Consolidated,Net,Interest Revenue,62198.77,60136.00,2062.77,365593.30,360816.00,4777.30
2024-03-31,Consolidated,Net,Non-Operating Inc/(Exp),-15020.82,.00,-15020.82,-15396.16,.00,-15396.16
2024-03-31,Consolidated,Net,Net Income/(Loss),1720399.93,2081805.00,-361405.07,9484939.15,9352053.00,132886.15
2024-03-31,Consolidated,Net,Distributions,1720399.93,2081805.00,-361405.07,9484939.15,9352053.00,132886.15
2024-03-31,Consolidated,Net,After Distributions,.00,.00,.00,.00,.00,.00
2024-03-31,Europe,Revenue,Gaming Machine Revenue,1787006.99,1861079.00,-74072.01,10286072.55,9204460.00,1081612.55
2024-03-31,Europe,Revenue,Total Revenue,1787006.99,1861079.00,-74072.01,10286072.55,9204460.00,1081612.55
2024-03-31,Europe,Revenue,Gaming NAFI,552090.70,541514.00,10576.70,3021806.40,2701622.00,320184.40
2024-03-31,Europe,Revenue,Total Direct Reimbursement,552090.70,541514.00,10576.70,3021806.40,2701622.00,320184.40
2024-03-31,Europe,Revenue,Net Revenue,1234916.29,1319565.00,-84648.71,7264266.15,6502838.00,761428.15
2024-03-31,Europe,Expenses,Compensation & Benefits,293516.18,362513.00,-68996.82,1816027.43,2302415.00,-486387.57
2024-03-31,Europe,Expenses,Depreciation Expense,150376.34,148496.00,1880.34,884203.92,890976.00,-6772.08
2024-03-31,Europe,Expenses,Contractor Fees,-703.62,3578.00,-4281.62,10048.37,21468.00,-11419.63
2024-03-31,Europe,Expenses,Communications,16916.36,9173.00,7743.36,60586.20,55038.00,5548.20
2024-03-31,Europe,Expenses,TDY,14539.78,32775.00,-18235.22,146596.92,210323.00,-63726.08
2024-03-31,Europe,Expenses,PCS,834.00,1386.00,-552.00,35514.83,8316.00,27198.83
2024-03-31,Europe,Expenses,IT Expense & Maint,49362.59,33681.00,15681.59,140391.81,202086.00,-61694.19
2024-03-31,Europe,Expenses,Machine Expense & Maint,77627.15,55055.00,22572.15,679205.32,330330.00,348875.32
2024-03-31,Europe,Expenses,Vehicle Expense,9853.86,5185.00,4668.86,27175.70,25925.00,1250.70
2024-03-31,Europe,Expenses,Training,.00,3435.00,-3435.00,2931.98,54797.00,-51865.02
2024-03-31,Europe,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,81935.89,.00,81935.89
2024-03-31,Europe,Expenses,Audit-Independent,3857.12,3622.00,235.12,23459.22,21732.00,1727.22
2024-03-31,Europe,Expenses,Audit-IMCOM Int Review,.00,1680.00,-1680.00,4278.08,10080.00,-5801.92
2024-03-31,Europe,Expenses,Other Expenses,8935.73,10560.00,-1624.27,53557.54,63360.00,-9802.46
2024-03-31,Europe,Expenses,Total Operating Expenses,625115.49,671139.00,-46023.51,3965913.21,4196846.00,-230932.79
2024-03-31,Europe,Expenses,Net Operating Income/(Loss),609800.80,648426.00,-38625.20,3298352.94,2305992.00,992360.94
2024-03-31,Europe,Net,Interest Revenue,17900.81,15972.00,1928.81,107388.75,95832.00,11556.75
2024-03-31,Europe,Net,Non-Operating Inc/(Exp),-8885.73,.00,-8885.73,-8971.56,.00,-8971.56
2024-03-31,Europe,Net,Net Income/(Loss),618815.88,664398.00,-45582.12,3396770.13,2401824.00,994946.13
2024-03-31,Europe,Net,Distributions,618815.88,664398.00,-45582.12,3396770.13,2401824.00,994946.13
2024-03-31,Europe,Net,After Distributions,.00,.00,.00,.00,.00,.00
2024-03-31,Korea,Revenue,Gaming Machine Revenue,1889703.00,2213306.00,-323603.00,10890086.55,11995751.00,-1105664.45
2024-03-31,Korea,Revenue,Total Revenue,1889703.00,2213306.00,-323603.00,10890086.55,11995751.00,-1105664.45
2024-03-31,Korea,Revenue,Gaming NAFI,428860.65,453230.00,-24369.35,2289002.85,2482917.00,-193914.15
2024-03-31,Korea,Revenue,Total Direct Reimbursement,428860.65,453230.00,-24369.35,2289002.85,2482917.00,-193914.15
2024-03-31,Korea,Revenue,Net Revenue,1460842.35,1760076.00,-299233.65,8601083.70,9512834.00,-911750.30
2024-03-31,Korea,Expenses,Compensation & Benefits,181531.57,205914.00,-24382.43,1065071.22,1311049.00,-245977.78
2024-03-31,Korea,Expenses,Depreciation Expense,107097.56,85403.00,21694.56,592710.29,512418.00,80292.29
2024-03-31,Korea,Expenses,Contractor Fees,-401.35,1957.00,-2358.35,5407.01,11742.00,-6334.99
2024-03-31,Korea,Expenses,Communications,4779.37,5639.00,-859.63,31744.99,33834.00,-2089.01
2024-03-31,Korea,Expenses,TDY,3026.53,6617.00,-3590.47,24336.07,57143.00,-32806.93
2024-03-31,Korea,Expenses,PCS,3790.75,2825.00,965.75,34859.23,16950.00,17909.23
2024-03-31,Korea,Expenses,IT Expense & Maint,5895.56,17731.00,-11835.44,70997.70,106386.00,-35388.30
2024-03-31,Korea,Expenses,Machine Expense & Maint,13510.55,6708.00,6802.55,157828.71,40248.00,117580.71
2024-03-31,Korea,Expenses,Vehicle Expense,1120.10,718.00,402.10,4896.57,4308.00,588.57
2024-03-31,Korea,Expenses,Training,.00,2120.00,-2120.00,2461.96,31778.00,-29316.04
2024-03-31,Korea,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,9384.07,.00,9384.07
2024-03-31,Korea,Expenses,Audit-Independent,2200.25,2002.00,198.25,12968.61,12012.00,956.61
2024-03-31,Korea,Expenses,Audit-IMCOM Int Review,.00,930.00,-930.00,2373.62,5580.00,-3206.38
2024-03-31,Korea,Expenses,Other Expenses,6008.05,6992.00,-983.95,37070.68,41952.00,-4881.32
2024-03-31,Korea,Expenses,Total Operating Expenses,328558.94,345556.00,-16997.06,2052110.73,2185400.00,-133289.27
2024-03-31,Korea,Expenses,Net Operating Income/(Loss),1132283.41,1414520.00,-282236.59,6548972.97,7327434.00,-778461.03
2024-03-31,Korea,Net,Interest Revenue,18871.11,21090.00,-2218.89,117864.68,126540.00,-8675.32
2024-03-31,Korea,Net,Non-Operating Inc/(Exp),-2258.28,.00,-2258.28,-2364.80,.00,-2364.80
2024-03-31,Korea,Net,Net Income/(Loss),1148896.24,1435610.00,-286713.76,6664472.85,7453974.00,-789501.15
2024-03-31,Korea,Net,Distributions,1148896.24,1435610.00,-286713.76,6664472.85,7453974.00,-789501.15
2024-03-31,Korea,Net,After Distributions,.00,.00,.00,.00,.00,.00
2024-03-31,Japan,Revenue,Gaming Machine Revenue,2057557.30,2501782.00,-444224.70,13220505.25,13048520.00,171985.25
2024-03-31,Japan,Revenue,Total Revenue,2057557.30,2501782.00,-444224.70,13220505.25,13048520.00,171985.25
2024-03-31,Japan,Revenue,Gaming NAFI,1629922.30,1961231.00,-331308.70,10154030.15,10162652.00,-8621.85
2024-03-31,Japan,Revenue,Total Direct Reimbursement,1629922.30,1961231.00,-331308.70,10154030.15,10162652.00,-8621.85
2024-03-31,Japan,Revenue,Net Revenue,427635.00,540551.00,-112916.00,3066475.10,2885868.00,180607.10
2024-03-31,Japan,Expenses,Compensation & Benefits,293144.84,245319.00,47825.84,1720418.57,1556284.00,164134.57
2024-03-31,Japan,Expenses,Depreciation Expense,153756.66,121188.00,32568.66,892896.15,727128.00,165768.15
2024-03-31,Japan,Expenses,Contractor Fees,-689.03,3569.00,-4258.03,9530.62,21414.00,-11883.38
2024-03-31,Japan,Expenses,Communications,2642.89,7093.00,-4450.11,17241.95,42558.00,-25316.05
2024-03-31,Japan,Expenses,TDY,15059.24,46699.00,-31639.76,90383.45,220424.00,-130040.55
2024-03-31,Japan,Expenses,PCS,3063.41,6770.00,-3706.59,6482.40,40620.00,-34137.60
2024-03-31,Japan,Expenses,IT Expense & Maint,9835.63,34662.00,-24826.37,121465.61,207972.00,-86506.39
2024-03-31,Japan,Expenses,Machine Expense & Maint,3427.97,98327.00,-94899.03,805201.16,589962.00,215239.16
2024-03-31,Japan,Expenses,Vehicle Expense,1403.67,1585.00,-181.33,10736.38,9510.00,1226.38
2024-03-31,Japan,Expenses,Training,.00,995.00,-995.00,4348.59,18459.00,-14110.41
2024-03-31,Japan,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,16519.37,.00,16519.37
2024-03-31,Japan,Expenses,Audit-Independent,3777.13,3627.00,150.13,22579.17,21762.00,817.17
2024-03-31,Japan,Expenses,Audit-IMCOM Int Review,.00,1678.00,-1678.00,4125.87,10068.00,-5942.13
2024-03-31,Japan,Expenses,Other Expenses,11074.82,10316.00,758.82,57129.71,61896.00,-4766.29
2024-03-31,Japan,Expenses,Total Operating Expenses,496497.23,581828.00,-85330.77,3779059.00,3528057.00,251002.00
2024-03-31,Japan,Expenses,Net Operating Income/(Loss),-68862.23,-41277.00,-27585.23,-712583.90,-642189.00,-70394.90
2024-03-31,Japan,Net,Interest Revenue,25426.85,23074.00,2352.85,140339.87,138444.00,1895.87
2024-03-31,Japan,Net,Non-Operating Inc/(Exp),-3876.81,.00,-3876.81,-4059.80,.00,-4059.80
2024-03-31,Japan,Net,Net Income/(Loss),-47312.19,-18203.00,-29109.19,-576303.83,-503745.00,-72558.83
2024-03-31,Japan,Net,Distributions,-47312.19,-18203.00,-29109.19,-576303.83,-503745.00,-72558.83
2024-03-31,Japan,Net,After Distributions,.00,.00,.00,.00,.00,.00
2020-04-30,Consolidated,Revenue,Gaming Machine Revenue,1267718.90,5657561.00,-4389842.10,34663243.18,38977490.00,-4314246.82
2020-04-30,Consolidated,Revenue,Total Revenue,1267718.90,5657561.00,-4389842.10,34663243.18,38977490.00,-4314246.82
2020-04-30,Consolidated,Revenue,Gaming NAFI,397812.28,2543208.00,-2145395.72,15835037.04,17486241.00,-1651203.96
2020-04-30,Consolidated,Revenue,Total Direct Reimbursement,397812.28,2543208.00,-2145395.72,15835037.04,17486241.00,-1651203.96
2020-04-30,Consolidated,Revenue,Net Revenue,869906.62,3114353.00,-2244446.38,18828206.14,21491249.00,-2663042.86
2020-04-30,Consolidated,Expenses,Compensation & Benefits,714811.76,697720.00,17091.76,5048896.09,5229832.00,-180935.91
2020-04-30,Consolidated,Expenses,Depreciation Expense,351049.08,365994.00,-14944.92,2474239.08,2571224.00,-96984.92
2020-04-30,Consolidated,Expenses,Contractor Fees,2232.93,8123.00,-5890.07,27099.95,56861.00,-29761.05
2020-04-30,Consolidated,Expenses,Communications,15312.05,14874.00,438.05,101400.87,104118.00,-2717.13
2020-04-30,Consolidated,Expenses,TDY,171.55,32782.00,-32610.45,102721.12,305874.00,-203152.88
2020-04-30,Consolidated,Expenses,PCS,2708.47,6250.00,-3541.53,78236.57,43750.00,34486.57
2020-04-30,Consolidated,Expenses,IT Expense & Maint,23980.83,28068.00,-4087.17,193905.51,196476.00,-2570.49
2020-04-30,Consolidated,Expenses,Machine Expense & Maint,17658.17,59543.00,-41884.83,308060.95,416801.00,-108740.05
2020-04-30,Consolidated,Expenses,Vehicle Expense,846.43,6939.00,-6092.57,31715.24,48573.00,-16857.76
2020-04-30,Consolidated,Expenses,Training,.00,5417.00,-5417.00,5116.09,37919.00,-32802.91
2020-04-30,Consolidated,Expenses,(Gain)/Loss on Disposals,6578.10,.00,6578.10,48038.61,.00,48038.61
2020-04-30,Consolidated,Expenses,Audit-Independent,9584.50,10395.00,-810.50,67091.50,72765.00,-5673.50
2020-04-30,Consolidated,Expenses,Audit-IMCOM Int Review,1396.14,3749.00,-2352.86,10491.94,26243.00,-15751.06
2020-04-30,Consolidated,Expenses,Other Expenses,23831.22,24522.00,-690.78,188926.17,171654.00,17272.17
2020-04-30,Consolidated,Expenses,Total Operating Expenses,1170161.23,1264376.00,-94214.77,8685939.69,9282090.00,-596150.31
2020-04-30,Consolidated,Expenses,Net Operating Income/(Loss),-300254.61,1849977.00,-2150231.61,10142266.45,12209159.00,-2066892.55
2020-04-30,Consolidated,Net,Interest Revenue,13503.67,25393.00,-11889.33,190740.11,177751.00,12989.11
2020-04-30,Consolidated,Net,Non-Operating Inc/(Exp),-23.80,.00,-23.80,518.91,.00,518.91
2020-04-30,Consolidated,Net,Net Income/(Loss),-286774.74,1875370.00,-2162144.74,10333525.47,12386910.00,-2053384.53
2020-04-30,Consolidated,Net,Distributions,.00,1509376.00,-1509376.00,8497110.21,9815686.00,-1318575.79
2020-04-30,Consolidated,Net,After Distributions,-286774.74,365994.00,-652768.74,1836415.26,2571224.00,-734808.74
2020-04-30,Europe,Revenue,Gaming Machine Revenue,18898.30,1323814.00,-1304915.70,7888103.77,9208561.00,-1320457.23
2020-04-30,Europe,Revenue,Total Revenue,18898.30,1323814.00,-1304915.70,7888103.77,9208561.00,-1320457.23
2020-04-30,Europe,Revenue,Gaming NAFI,13228.80,377514.00,-364285.20,2196072.56,2640413.00,-444340.44
2020-04-30,Europe,Revenue,Total Direct Reimbursement,13228.80,377514.00,-364285.20,2196072.56,2640413.00,-444340.44
2020-04-30,Europe,Revenue,Net Revenue,5669.50,946300.00,-940630.50,5692031.21,6568148.00,-876116.79
2020-04-30,Europe,Expenses,Compensation & Benefits,303432.44,316152.00,-12719.56,2203051.78,2391797.00,-188745.22
2020-04-30,Europe,Expenses,Depreciation Expense,132996.13,137445.00,-4448.87,937852.44,965457.00,-27604.56
2020-04-30,Europe,Expenses,Contractor Fees,872.70,3150.00,-2277.30,10686.14,22050.00,-11363.86
2020-04-30,Europe,Expenses,Communications,8464.45,5923.00,2541.45,46864.78,41461.00,5403.78
2020-04-30,Europe,Expenses,TDY,171.55,17734.00,-17562.45,52487.43,136139.00,-83651.57
2020-04-30,Europe,Expenses,PCS,833.33,2088.00,-1254.67,5900.23,14616.00,-8715.77
2020-04-30,Europe,Expenses,IT Expense & Maint,9484.76,11087.00,-1602.24,80517.34,77609.00,2908.34
2020-04-30,Europe,Expenses,Machine Expense & Maint,3061.88,22370.00,-19308.12,125848.04,156590.00,-30741.96
2020-04-30,Europe,Expenses,Vehicle Expense,68.63,3570.00,-3501.37,19814.06,24990.00,-5175.94
2020-04-30,Europe,Expenses,Training,.00,970.00,-970.00,1816.60,6790.00,-4973.40
2020-04-30,Europe,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,16408.79,.00,16408.79
2020-04-30,Europe,Expenses,Audit-Independent,3745.94,4031.00,-285.06,26434.01,28217.00,-1782.99
2020-04-30,Europe,Expenses,Audit-IMCOM Int Review,545.66,1454.00,-908.34,4123.85,10178.00,-6054.15
2020-04-30,Europe,Expenses,Other Expenses,9001.79,10380.00,-1378.21,76891.57,72660.00,4231.57
2020-04-30,Europe,Expenses,Total Operating Expenses,472679.26,536354.00,-63674.74,3608697.06,3948554.00,-339856.94
