Date,Location,AssetType,Category,ARMP,Army,Navy,USMC,MonthCount
2024-02-29,Consolidated,Expenses,(Gain)/Loss on Disposals,39017.98,24688.09,2438.08,11891.81,1
2024-02-29,Consolidated,Expenses,Audit-Independent,9834.50,5492.66,2514.51,1827.33,1
2024-02-29,Consolidated,Expenses,Audit-IMCOM Int Review,5030.21,2809.40,1286.15,934.66,1
2024-02-29,Consolidated,Expenses,Other Expenses,24128.19,14177.01,5118.05,4833.13,1
2024-02-29,Consolidated,Expenses,Total Operating Expenses,1567678.29,1023207.41,283688.70,260782.18,1
2024-02-29,Consolidated,Expenses,Net Operating Income/(Loss),1782795.56,1845095.94,36365.55,-98665.93,1
2024-02-29,Consolidated,Net,Interest Revenue,65202.70,33426.84,14783.48,16992.38,1
2024-02-29,Consolidated,Net,Non-Operating Inc/(Exp),-2601.60,-2162.70,-419.34,-19.56,1
2024-02-29,Consolidated,Net,Net Income/(Loss),1845396.66,1876360.08,50729.69,-81693.11,1
2024-02-29,Consolidated,Net,Distributions,1845396.66,1876360.08,50729.69,-81693.11,1
2024-02-29,Consolidated,Net,After Distributions,.00,.00,.00,.00,1
2024-02-29,Europe,Revenue,Gaming Machine Revenue,2017502.00,1597132.80,420369.20,.00,1
2024-02-29,Europe,Revenue,Total Revenue,2017502.00,1597132.80,420369.20,.00,1
2024-02-29,Europe,Revenue,Gaming NAFI,605870.45,314651.80,291218.65,.00,1
2024-02-29,Europe,Revenue,Total Direct Reimbursement,605870.45,314651.80,291218.65,.00,1
2024-02-29,Europe,Revenue,Net Revenue,1411631.55,1282481.00,129150.55,.00,1
2024-02-29,Europe,Expenses,Compensation & Benefits,306558.72,247987.80,58570.92,.00,1
2024-02-29,Europe,Expenses,Depreciation Expense,147388.70,122914.95,24473.75,.00,1
2024-02-29,Europe,Expenses,Contractor Fees,703.62,545.20,158.42,.00,1
2024-02-29,Europe,Expenses,Communications,7958.51,7398.08,560.43,.00,1
2024-02-29,Europe,Expenses,TDY,9.81,7.60,2.21,.00,1
2024-02-29,Europe,Expenses,PCS,-5870.07,-7047.88,1177.81,.00,1
2024-02-29,Europe,Expenses,IT Expense & Maint,12677.35,9674.68,3002.67,.00,1
2024-02-29,Europe,Expenses,Machine Expense & Maint,171177.84,158104.75,13073.09,.00,1
2024-02-29,Europe,Expenses,Vehicle Expense,8374.74,8265.14,109.60,.00,1
2024-02-29,Europe,Expenses,Training,.00,.00,.00,.00,1
2024-02-29,Europe,Expenses,(Gain)/Loss on Disposals,14596.76,12158.68,2438.08,.00,1
2024-02-29,Europe,Expenses,Audit-Independent,3857.12,2988.74,868.38,.00,1
2024-02-29,Europe,Expenses,Audit-IMCOM Int Review,1972.86,1528.69,444.17,.00,1
2024-02-29,Europe,Expenses,Other Expenses,8717.08,6566.96,2150.12,.00,1
2024-02-29,Europe,Expenses,Total Operating Expenses,678123.04,571093.39,107029.65,.00,1
2024-02-29,Europe,Expenses,Net Operating Income/(Loss),733508.51,711387.61,22120.90,.00,1
2024-02-29,Europe,Net,Interest Revenue,17935.10,15268.78,2666.32,.00,1
2024-02-29,Europe,Net,Non-Operating Inc/(Exp),-2537.61,-2135.89,-401.72,.00,1
2024-02-29,Europe,Net,Net Income/(Loss),748906.00,724520.50,24385.50,.00,1
2024-02-29,Europe,Net,Distributions,748906.00,724520.50,24385.50,.00,1
2024-02-29,Europe,Net,After Distributions,.00,.00,.00,.00,1
2024-02-29,Korea,Revenue,Gaming Machine Revenue,1864614.55,1861564.55,3050.00,.00,1
2024-02-29,Korea,Revenue,Total Revenue,1864614.55,1861564.55,3050.00,.00,1
2024-02-29,Korea,Revenue,Gaming NAFI,367496.15,362514.00,4982.15,.00,1
2024-02-29,Korea,Revenue,Total Direct Reimbursement,367496.15,362514.00,4982.15,.00,1
2024-02-29,Korea,Revenue,Net Revenue,1497118.40,1499050.55,-1932.15,.00,1
2024-02-29,Korea,Expenses,Compensation & Benefits,193193.03,189985.11,3207.92,.00,1
2024-02-29,Korea,Expenses,Depreciation Expense,102068.17,101058.11,1010.06,.00,1
2024-02-29,Korea,Expenses,Contractor Fees,401.35,388.72,12.63,.00,1
2024-02-29,Korea,Expenses,Communications,5086.50,5071.63,14.87,.00,1
2024-02-29,Korea,Expenses,TDY,5.60,5.42,.18,.00,1
2024-02-29,Korea,Expenses,PCS,10554.73,10436.18,118.55,.00,1
2024-02-29,Korea,Expenses,IT Expense & Maint,7784.35,7516.76,267.59,.00,1
2024-02-29,Korea,Expenses,Machine Expense & Maint,8874.53,8874.30,.23,.00,1
2024-02-29,Korea,Expenses,Vehicle Expense,1378.81,1375.75,3.06,.00,1
2024-02-29,Korea,Expenses,Training,.00,.00,.00,.00,1
2024-02-29,Korea,Expenses,(Gain)/Loss on Disposals,9384.07,9384.07,.00,.00,1
2024-02-29,Korea,Expenses,Audit-Independent,2200.25,2131.00,69.25,.00,1
2024-02-29,Korea,Expenses,Audit-IMCOM Int Review,1125.39,1089.97,35.42,.00,1
2024-02-29,Korea,Expenses,Other Expenses,6285.17,6262.75,22.42,.00,1
2024-02-29,Korea,Expenses,Total Operating Expenses,348341.95,343579.77,4762.18,.00,1
2024-02-29,Korea,Expenses,Net Operating Income/(Loss),1148776.45,1155470.78,-6694.33,.00,1
2024-02-29,Korea,Net,Interest Revenue,17127.03,16702.55,424.48,.00,1
2024-02-29,Korea,Net,Non-Operating Inc/(Exp),-23.55,-22.81,-.74,.00,1
2024-02-29,Korea,Net,Net Income/(Loss),1165879.93,1172150.52,-6270.59,.00,1
2024-02-29,Korea,Net,Distributions,1165879.93,1172150.52,-6270.59,.00,1
2024-02-29,Korea,Net,After Distributions,.00,.00,.00,.00,1
2024-02-29,Japan,Revenue,Gaming Machine Revenue,2111385.10,113698.80,967902.75,1029783.55,1
2024-02-29,Japan,Revenue,Total Revenue,2111385.10,113698.80,967902.75,1029783.55,1
2024-02-29,Japan,Revenue,Gaming NAFI,1669661.20,26927.00,775066.90,867667.30,1
2024-02-29,Japan,Revenue,Total Direct Reimbursement,1669661.20,26927.00,775066.90,867667.30,1
2024-02-29,Japan,Revenue,Net Revenue,441723.90,86771.80,192835.85,162116.25,1
2024-02-29,Japan,Expenses,Compensation & Benefits,293453.45,41994.17,99827.46,151631.82,1
2024-02-29,Japan,Expenses,Depreciation Expense,152782.01,20907.78,56874.30,74999.93,1
2024-02-29,Japan,Expenses,Contractor Fees,689.03,68.03,287.67,333.33,1
2024-02-29,Japan,Expenses,Communications,2907.01,997.20,665.74,1244.07,1
2024-02-29,Japan,Expenses,TDY,9.59,.95,4.01,4.63,1
2024-02-29,Japan,Expenses,PCS,7778.15,638.36,3136.82,4002.97,1
2024-02-29,Japan,Expenses,IT Expense & Maint,13130.13,1242.90,5502.87,6384.36,1
2024-02-29,Japan,Expenses,Machine Expense & Maint,37907.01,37420.00,180.91,306.10,1
2024-02-29,Japan,Expenses,Vehicle Expense,2684.74,208.56,88.14,2388.04,1
2024-02-29,Japan,Expenses,Training,.00,.00,.00,.00,1
2024-02-29,Japan,Expenses,(Gain)/Loss on Disposals,15037.15,3145.34,.00,11891.81,1
2024-02-29,Japan,Expenses,Audit-Independent,3777.13,372.92,1576.88,1827.33,1
2024-02-29,Japan,Expenses,Audit-IMCOM Int Review,1931.96,190.74,806.56,934.66,1
2024-02-29,Japan,Expenses,Other Expenses,9125.94,1347.30,2945.51,4833.13,1
2024-02-29,Japan,Expenses,Total Operating Expenses,541213.30,108534.25,171896.87,260782.18,1
2024-02-29,Japan,Expenses,Net Operating Income/(Loss),-99489.40,-21762.45,20938.98,-98665.93,1
2024-02-29,Japan,Net,Interest Revenue,30140.57,1455.51,11692.68,16992.38,1
2024-02-29,Japan,Net,Non-Operating Inc/(Exp),-40.44,-4.00,-16.88,-19.56,1
2024-02-29,Japan,Net,Net Income/(Loss),-69389.27,-20310.94,32614.78,-81693.11,1
2024-02-29,Japan,Net,Distributions,-69389.27,-20310.94,32614.78,-81693.11,1
2024-02-29,Japan,Net,After Distributions,.00,.00,.00,.00,1
2024-02-29,Consolidated,Revenue,Gaming Machine Revenue,28662397.06,16497250.11,6193961.15,5971185.80,5
2024-02-29,Consolidated,Revenue,Total Revenue,28662397.06,16497250.11,6193961.15,5971185.80,5
2024-02-29,Consolidated,Revenue,Gaming NAFI,12853965.75,3302911.85,4843349.25,4707704.65,5
2024-02-29,Consolidated,Revenue,Total Direct Reimbursement,12853965.75,3302911.85,4843349.25,4707704.65,5
2024-02-29,Consolidated,Revenue,Net Revenue,15808431.31,13194338.26,1350611.90,1263481.15,5
2024-02-29,Consolidated,Expenses,Compensation & Benefits,3833324.63,2226094.84,893445.23,713784.56,5
2024-02-29,Consolidated,Expenses,Depreciation Expense,1958579.80,1175758.87,402343.79,380477.14,5
2024-02-29,Consolidated,Expenses,Contractor Fees,26780.00,14882.79,6878.94,5018.27,5
2024-02-29,Consolidated,Expenses,Communications,85234.52,70721.49,7732.67,6780.36,5
2024-02-29,Consolidated,Expenses,TDY,228690.89,75326.08,135000.82,18363.99,5
2024-02-29,Consolidated,Expenses,PCS,69168.30,67779.55,-18252.04,19640.79,5
2024-02-29,Consolidated,Expenses,IT Expense & Maint,267761.34,143118.25,70044.58,54598.51,5
2024-02-29,Consolidated,Expenses,Machine Expense & Maint,1547669.52,721584.71,452016.96,374067.85,5
2024-02-29,Consolidated,Expenses,Vehicle Expense,30431.02,21324.85,1737.01,7369.16,5
2024-02-29,Consolidated,Expenses,Training,9742.53,5030.76,2571.47,2140.30,5
2024-02-29,Consolidated,Expenses,(Gain)/Loss on Disposals,107839.33,87994.18,7953.34,11891.81,5
2024-02-29,Consolidated,Expenses,Audit-Independent,49172.50,27369.04,12612.93,9190.53,5
2024-02-29,Consolidated,Expenses,Audit-IMCOM Int Review,10777.57,6004.09,2762.17,2011.31,5
2024-02-29,Consolidated,Expenses,Other Expenses,121739.33,71979.75,24261.43,25498.15,5
2024-02-29,Consolidated,Expenses,Total Operating Expenses,8346911.28,4714969.25,2001109.30,1630832.73,5
2024-02-29,Consolidated,Expenses,Net Operating Income/(Loss),7461520.03,8479369.01,-650497.40,-367351.58,5
2024-02-29,Consolidated,Net,Interest Revenue,303394.53,179910.70,64370.25,59113.58,5
2024-02-29,Consolidated,Net,Non-Operating Inc/(Exp),-375.34,-186.60,-100.14,-88.60,5
2024-02-29,Consolidated,Net,Net Income/(Loss),7764539.22,8659093.11,-586227.29,-308326.60,5
2024-02-29,Consolidated,Net,Distributions,7764539.22,8659093.11,-586227.29,-308326.60,5
2024-02-29,Consolidated,Net,After Distributions,.00,.00,.00,.00,5
2024-02-29,Europe,Revenue,Gaming Machine Revenue,8499065.56,6977833.16,1521232.40,.00,5
2024-02-29,Europe,Revenue,Total Revenue,8499065.56,6977833.16,1521232.40,.00,5
2024-02-29,Europe,Revenue,Gaming NAFI,2469715.70,1395665.90,1074049.80,.00,5
2024-02-29,Europe,Revenue,Total Direct Reimbursement,2469715.70,1395665.90,1074049.80,.00,5
2024-02-29,Europe,Revenue,Net Revenue,6029349.86,5582167.26,447182.60,.00,5
2024-02-29,Europe,Expenses,Compensation & Benefits,1522511.25,1188449.32,334061.93,.00,5
2024-02-29,Europe,Expenses,Depreciation Expense,733827.58,617306.32,116521.26,.00,5
2024-02-29,Europe,Expenses,Contractor Fees,10751.99,8410.23,2341.76,.00,5
2024-02-29,Europe,Expenses,Communications,43669.84,39944.52,3725.32,.00,5
2024-02-29,Europe,Expenses,TDY,132057.14,51646.03,80411.11,.00,5
2024-02-29,Europe,Expenses,PCS,34680.83,34573.25,107.58,.00,5
2024-02-29,Europe,Expenses,IT Expense & Maint,91029.22,70162.50,20866.72,.00,5
2024-02-29,Europe,Expenses,Machine Expense & Maint,601578.17,386799.99,214778.18,.00,5
2024-02-29,Europe,Expenses,Vehicle Expense,17321.84,16524.99,796.85,.00,5
2024-02-29,Europe,Expenses,Training,2931.98,2296.64,635.34,.00,5
2024-02-29,Europe,Expenses,(Gain)/Loss on Disposals,81935.89,75464.77,6471.12,.00,5
2024-02-29,Europe,Expenses,Audit-Independent,19602.10,15289.36,4312.74,.00,5
2024-02-29,Europe,Expenses,Audit-IMCOM Int Review,4278.08,3331.14,946.94,.00,5
2024-02-29,Europe,Expenses,Other Expenses,44621.81,34657.80,9964.01,.00,5
2024-02-29,Europe,Expenses,Total Operating Expenses,3340797.72,2544856.86,795940.86,.00,5
2024-02-29,Europe,Expenses,Net Operating Income/(Loss),2688552.14,3037310.40,-348758.26,.00,5
2024-02-29,Europe,Net,Interest Revenue,89487.94,75020.18,14467.76,.00,5
2024-02-29,Europe,Net,Non-Operating Inc/(Exp),-85.83,-65.46,-20.37,.00,5
2024-02-29,Europe,Net,Net Income/(Loss),2777954.25,3112265.12,-334310.87,.00,5
2024-02-29,Europe,Net,Distributions,2777954.25,3112265.12,-334310.87,.00,5
2024-02-29,Europe,Net,After Distributions,.00,.00,.00,.00,5
2024-02-29,Korea,Revenue,Gaming Machine Revenue,9000383.55,8883094.25,117289.30,.00,5
2024-02-29,Korea,Revenue,Total Revenue,9000383.55,8883094.25,117289.30,.00,5
2024-02-29,Korea,Revenue,Gaming NAFI,1860142.20,1778324.50,81817.70,.00,5
2024-02-29,Korea,Revenue,Total Direct Reimbursement,1860142.20,1778324.50,81817.70,.00,5
2024-02-29,Korea,Revenue,Net Revenue,7140241.35,7104769.75,35471.60,.00,5
2024-02-29,Korea,Expenses,Compensation & Benefits,883539.65,868101.92,15437.73,.00,5
2024-02-29,Korea,Expenses,Depreciation Expense,485612.73,480283.50,5329.23,.00,5
2024-02-29,Korea,Expenses,Contractor Fees,5808.36,5619.60,188.76,.00,5
2024-02-29,Korea,Expenses,Communications,26965.62,26876.18,89.44,.00,5
2024-02-29,Korea,Expenses,TDY,21309.54,20712.52,597.02,.00,5
2024-02-29,Korea,Expenses,PCS,31068.48,30493.24,575.24,.00,5
2024-02-29,Korea,Expenses,IT Expense & Maint,65102.14,62912.23,2189.91,.00,5
2024-02-29,Korea,Expenses,Machine Expense & Maint,144318.16,143743.51,574.65,.00,5
2024-02-29,Korea,Expenses,Vehicle Expense,3776.47,3762.01,14.46,.00,5
2024-02-29,Korea,Expenses,Training,2461.96,2381.54,80.42,.00,5
2024-02-29,Korea,Expenses,(Gain)/Loss on Disposals,9384.07,9384.07,.00,.00,5
2024-02-29,Korea,Expenses,Audit-Independent,10768.36,10421.87,346.49,.00,5
2024-02-29,Korea,Expenses,Audit-IMCOM Int Review,2373.62,2297.68,75.94,.00,5
2024-02-29,Korea,Expenses,Other Expenses,31062.63,30859.87,202.76,.00,5
2024-02-29,Korea,Expenses,Total Operating Expenses,1723551.79,1697849.74,25702.05,.00,5
2024-02-29,Korea,Expenses,Net Operating Income/(Loss),5416689.56,5406920.01,9769.55,.00,5
2024-02-29,Korea,Net,Interest Revenue,98993.57,97564.86,1428.71,.00,5
2024-02-29,Korea,Net,Non-Operating Inc/(Exp),-106.52,-103.16,-3.36,.00,5
2024-02-29,Korea,Net,Net Income/(Loss),5515576.61,5504381.71,11194.90,.00,5
2024-02-29,Korea,Net,Distributions,5515576.61,5504381.71,11194.90,.00,5
2024-02-29,Korea,Net,After Distributions,.00,.00,.00,.00,5
2024-02-29,Japan,Revenue,Gaming Machine Revenue,11162947.95,636322.70,4555439.45,5971185.80,5
2024-02-29,Japan,Revenue,Total Revenue,11162947.95,636322.70,4555439.45,5971185.80,5
2024-02-29,Japan,Revenue,Gaming NAFI,8524107.85,128921.45,3687481.75,4707704.65,5
2024-02-29,Japan,Revenue,Total Direct Reimbursement,8524107.85,128921.45,3687481.75,4707704.65,5
2024-02-29,Japan,Revenue,Net Revenue,2638840.10,507401.25,867957.70,1263481.15,5
2024-02-29,Japan,Expenses,Compensation & Benefits,1427273.73,169543.60,543945.57,713784.56,5
2024-02-29,Japan,Expenses,Depreciation Expense,739139.49,78169.05,280493.30,380477.14,5
2024-02-29,Japan,Expenses,Contractor Fees,10219.65,852.96,4348.42,5018.27,5
2024-02-29,Japan,Expenses,Communications,14599.06,3900.79,3917.91,6780.36,5
2024-02-29,Japan,Expenses,TDY,75324.21,2967.53,53992.69,18363.99,5
2024-02-29,Japan,Expenses,PCS,3418.99,2713.06,-18934.86,19640.79,5
2024-02-29,Japan,Expenses,IT Expense & Maint,111629.98,10043.52,46987.95,54598.51,5
2024-02-29,Japan,Expenses,Machine Expense & Maint,801773.19,191041.21,236664.13,374067.85,5
2024-02-29,Japan,Expenses,Vehicle Expense,9332.71,1037.85,925.70,7369.16,5
2024-02-29,Japan,Expenses,Training,4348.59,352.58,1855.71,2140.30,5
2024-02-29,Japan,Expenses,(Gain)/Loss on Disposals,16519.37,3145.34,1482.22,11891.81,5
2024-02-29,Japan,Expenses,Audit-Independent,18802.04,1657.81,7953.70,9190.53,5
2024-02-29,Japan,Expenses,Audit-IMCOM Int Review,4125.87,375.27,1739.29,2011.31,5
2024-02-29,Japan,Expenses,Other Expenses,46054.89,6462.08,14094.66,25498.15,5
2024-02-29,Japan,Expenses,Total Operating Expenses,3282561.77,472262.65,1179466.39,1630832.73,5
2024-02-29,Japan,Expenses,Net Operating Income/(Loss),-643721.67,35138.60,-311508.69,-367351.58,5
2024-02-29,Japan,Net,Interest Revenue,114913.02,7325.66,48473.78,59113.58,5
2024-02-29,Japan,Net,Non-Operating Inc/(Exp),-182.99,-17.98,-76.41,-88.60,5
2024-02-29,Japan,Net,Net Income/(Loss),-528991.64,42446.28,-263111.32,-308326.60,5
2024-02-29,Japan,Net,Distributions,-528991.64,42446.28,-263111.32,-308326.60,5
2024-02-29,Japan,Net,After Distributions,.00,.00,.00,.00,5
2020-03-31,Consolidated,Revenue,Gaming Machine Revenue,5141524.52,2722378.73,1092652.51,1326493.28,1
2020-03-31,Consolidated,Revenue,Total Revenue,5141524.52,2722378.73,1092652.51,1326493.28,1
2020-03-31,Consolidated,Revenue,Gaming NAFI,2447651.51,506905.93,852952.93,1087792.65,1
2020-03-31,Consolidated,Revenue,Total Direct Reimbursement,2447651.51,506905.93,852952.93,1087792.65,1
2020-03-31,Consolidated,Revenue,Net Revenue,2693873.01,2215472.80,239699.58,238700.63,1
2020-03-31,Consolidated,Expenses,Compensation & Benefits,736584.99,430104.90,175295.29,131184.80,1
2020-03-31,Consolidated,Expenses,Depreciation Expense,353391.00,215593.85,72996.76,64800.39,1
2020-03-31,Consolidated,Expenses,Contractor Fees,10871.00,6086.86,2649.37,2134.77,1
2020-03-31,Consolidated,Expenses,Communications,15083.23,13058.23,1014.74,1010.26,1
2020-03-31,Consolidated,Expenses,TDY,6012.20,2959.74,2945.61,106.85,1
2020-03-31,Consolidated,Expenses,PCS,6691.83,3064.67,1741.56,1885.60,1
2020-03-31,Consolidated,Expenses,IT Expense & Maint,33838.04,19011.20,8253.35,6573.49,1
2020-03-31,Consolidated,Expenses,Machine Expense & Maint,48973.48,33616.94,9459.09,5897.45,1
2020-03-31,Consolidated,Expenses,Vehicle Expense,7045.43,5424.12,1032.72,588.59,1
2020-03-31,Consolidated,Expenses,Training,2295.00,1285.02,559.31,450.67,1
2020-03-31,Consolidated,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,.00,1
2020-03-31,Consolidated,Expenses,Audit-Independent,9584.50,5366.53,2335.82,1882.15,1
2020-03-31,Consolidated,Expenses,Audit-IMCOM Int Review,.00,.00,.00,.00,1
2020-03-31,Consolidated,Expenses,Other Expenses,25776.27,15717.29,5667.25,4391.73,1
2020-03-31,Consolidated,Expenses,Total Operating Expenses,1256146.97,751289.35,283950.87,220906.75,1
2020-03-31,Consolidated,Expenses,Net Operating Income/(Loss),1437726.04,1464183.45,-44251.29,17793.88,1
2020-03-31,Consolidated,Net,Interest Revenue,22921.17,13075.09,4463.88,5382.20,1
2020-03-31,Consolidated,Net,Non-Operating Inc/(Exp),-584.48,-497.87,-86.61,.00,1
2020-03-31,Consolidated,Net,Net Income/(Loss),1460062.73,1476760.67,-39874.02,23176.08,1
2020-03-31,Consolidated,Net,Distributions,1106671.73,1261166.82,-112870.78,-41624.31,1
2020-03-31,Consolidated,Net,After Distributions,353391.00,215593.85,72996.76,64800.39,1
2020-03-31,Europe,Revenue,Gaming Machine Revenue,1131252.85,961784.65,169468.20,.00,1
2020-03-31,Europe,Revenue,Total Revenue,1131252.85,961784.65,169468.20,.00,1
2020-03-31,Europe,Revenue,Gaming NAFI,283793.86,180616.58,103177.28,.00,1
2020-03-31,Europe,Revenue,Total Direct Reimbursement,283793.86,180616.58,103177.28,.00,1
2020-03-31,Europe,Revenue,Net Revenue,847458.99,781168.07,66290.92,.00,1
2020-03-31,Europe,Expenses,Compensation & Benefits,312031.38,247717.21,64314.17,.00,1
2020-03-31,Europe,Expenses,Depreciation Expense,132990.15,107209.41,25780.74,.00,1
2020-03-31,Europe,Expenses,Contractor Fees,4302.41,3382.80,919.61,.00,1
2020-03-31,Europe,Expenses,Communications,7675.06,7438.74,236.32,.00,1
2020-03-31,Europe,Expenses,TDY,3843.61,2824.40,1019.21,.00,1
2020-03-31,Europe,Expenses,PCS,833.33,655.22,178.11,.00,1
2020-03-31,Europe,Expenses,IT Expense & Maint,13450.72,10522.16,2928.56,.00,1
2020-03-31,Europe,Expenses,Machine Expense & Maint,16973.84,15407.44,1566.40,.00,1
2020-03-31,Europe,Expenses,Vehicle Expense,5938.27,5088.05,850.22,.00,1
2020-03-31,Europe,Expenses,Training,908.30,714.16,194.14,.00,1
2020-03-31,Europe,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,.00,1
2020-03-31,Europe,Expenses,Audit-Independent,3793.25,2982.47,810.78,.00,1
2020-03-31,Europe,Expenses,Audit-IMCOM Int Review,.00,.00,.00,.00,1
2020-03-31,Europe,Expenses,Other Expenses,11002.18,8586.81,2415.37,.00,1
2020-03-31,Europe,Expenses,Total Operating Expenses,513742.50,412528.87,101213.63,.00,1
2020-03-31,Europe,Expenses,Net Operating Income/(Loss),333716.49,368639.20,-34922.71,.00,1
2020-03-31,Europe,Net,Interest Revenue,5517.13,4699.60,817.53,.00,1
2020-03-31,Europe,Net,Non-Operating Inc/(Exp),-584.48,-497.87,-86.61,.00,1
2020-03-31,Europe,Net,Net Income/(Loss),338649.14,372840.93,-34191.79,.00,1
2020-03-31,Europe,Net,Distributions,205658.99,265631.52,-59972.53,.00,1
2020-03-31,Europe,Net,After Distributions,132990.15,107209.41,25780.74,.00,1
2020-03-31,Korea,Revenue,Gaming Machine Revenue,1633801.99,1592776.48,41025.51,.00,1
2020-03-31,Korea,Revenue,Total Revenue,1633801.99,1592776.48,41025.51,.00,1
2020-03-31,Korea,Revenue,Gaming NAFI,322487.30,293579.40,28907.90,.00,1
2020-03-31,Korea,Revenue,Total Direct Reimbursement,322487.30,293579.40,28907.90,.00,1
2020-03-31,Korea,Revenue,Net Revenue,1311314.69,1299197.08,12117.61,.00,1
2020-03-31,Korea,Expenses,Compensation & Benefits,165128.70,161282.90,3845.80,.00,1
2020-03-31,Korea,Expenses,Depreciation Expense,95584.60,94595.01,989.59,.00,1
2020-03-31,Korea,Expenses,Contractor Fees,2446.79,2392.05,54.74,.00,1
2020-03-31,Korea,Expenses,Communications,5033.43,4992.01,41.42,.00,1
2020-03-31,Korea,Expenses,TDY,122.46,119.72,2.74,.00,1
2020-03-31,Korea,Expenses,PCS,2157.18,2108.92,48.26,.00,1
2020-03-31,Korea,Expenses,IT Expense & Maint,7704.63,7535.50,169.13,.00,1
2020-03-31,Korea,Expenses,Machine Expense & Maint,16254.26,16001.21,253.05,.00,1
2020-03-31,Korea,Expenses,Vehicle Expense,329.32,325.10,4.22,.00,1
2020-03-31,Korea,Expenses,Training,516.55,504.99,11.56,.00,1
2020-03-31,Korea,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,.00,1
2020-03-31,Korea,Expenses,Audit-Independent,2157.24,2108.98,48.26,.00,1
2020-03-31,Korea,Expenses,Audit-IMCOM Int Review,.00,.00,.00,.00,1
2020-03-31,Korea,Expenses,Other Expenses,6561.71,6450.26,111.45,.00,1
2020-03-31,Korea,Expenses,Total Operating Expenses,303996.87,298416.65,5580.22,.00,1
2020-03-31,Korea,Expenses,Net Operating Income/(Loss),1007317.82,1000780.43,6537.39,.00,1
2020-03-31,Korea,Net,Interest Revenue,7887.17,7768.92,118.25,.00,1
2020-03-31,Korea,Net,Net Income/(Loss),1015204.99,1008549.35,6655.64,.00,1
2020-03-31,Korea,Net,Distributions,919620.39,913954.34,5666.05,.00,1
2020-03-31,Korea,Net,After Distributions,95584.60,94595.01,989.59,.00,1
2020-03-31,Japan,Revenue,Gaming Machine Revenue,2376469.68,167817.60,882158.80,1326493.28,1
2020-03-31,Japan,Revenue,Total Revenue,2376469.68,167817.60,882158.80,1326493.28,1
2020-03-31,Japan,Revenue,Gaming NAFI,1841370.35,32709.95,720867.75,1087792.65,1
2020-03-31,Japan,Revenue,Total Direct Reimbursement,1841370.35,32709.95,720867.75,1087792.65,1
2020-03-31,Japan,Revenue,Net Revenue,535099.33,135107.65,161291.05,238700.63,1
2020-03-31,Japan,Expenses,Compensation & Benefits,259424.91,21104.79,107135.32,131184.80,1
2020-03-31,Japan,Expenses,Depreciation Expense,124816.25,13789.43,46226.43,64800.39,1
2020-03-31,Japan,Expenses,Contractor Fees,4121.80,312.01,1675.02,2134.77,1
2020-03-31,Japan,Expenses,Communications,2374.74,627.48,737.00,1010.26,1
2020-03-31,Japan,Expenses,TDY,2046.13,15.62,1923.66,106.85,1
2020-03-31,Japan,Expenses,PCS,3701.32,300.53,1515.19,1885.60,1
2020-03-31,Japan,Expenses,IT Expense & Maint,12682.69,953.54,5155.66,6573.49,1
2020-03-31,Japan,Expenses,Machine Expense & Maint,15745.38,2208.29,7639.64,5897.45,1
2020-03-31,Japan,Expenses,Vehicle Expense,777.84,10.97,178.28,588.59,1
2020-03-31,Japan,Expenses,Training,870.15,65.87,353.61,450.67,1
2020-03-31,Japan,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,.00,1
2020-03-31,Japan,Expenses,Audit-Independent,3634.01,275.08,1476.78,1882.15,1
2020-03-31,Japan,Expenses,Audit-IMCOM Int Review,.00,.00,.00,.00,1
2020-03-31,Japan,Expenses,Other Expenses,8212.38,680.22,3140.43,4391.73,1
2020-03-31,Japan,Expenses,Total Operating Expenses,438407.60,40343.83,177157.02,220906.75,1
2020-03-31,Japan,Expenses,Net Operating Income/(Loss),96691.73,94763.82,-15865.97,17793.88,1
2020-03-31,Japan,Net,Interest Revenue,9516.87,606.57,3528.10,5382.20,1
2020-03-31,Japan,Net,Net Income/(Loss),106208.60,95370.39,-12337.87,23176.08,1
2020-03-31,Japan,Net,Distributions,-18607.65,81580.96,-58564.30,-41624.31,1
2020-03-31,Japan,Net,After Distributions,124816.25,13789.43,46226.43,64800.39,1
2020-03-31,Consolidated,Revenue,Gaming Machine Revenue,33395524.28,18638837.57,6985794.31,7770892.40,6
2020-03-31,Consolidated,Revenue,Total Revenue,33395524.28,18638837.57,6985794.31,7770892.40,6
2020-03-31,Consolidated,Revenue,Gaming NAFI,15437224.76,3659733.83,5542856.48,6234634.45,6
2020-03-31,Consolidated,Revenue,Total Direct Reimbursement,15437224.76,3659733.83,5542856.48,6234634.45,6
2020-03-31,Consolidated,Revenue,Net Revenue,17958299.52,14979103.74,1442937.83,1536257.95,6
2020-03-31,Consolidated,Expenses,Compensation & Benefits,4334084.33,2552454.26,1029357.57,752272.50,6
2020-03-31,Consolidated,Expenses,Depreciation Expense,2123190.00,1299643.28,433342.84,390203.88,6
2020-03-31,Consolidated,Expenses,Contractor Fees,24867.02,13965.41,6018.17,4883.44,6
2020-03-31,Consolidated,Expenses,Communications,86088.82,73279.40,6325.63,6483.79,6
