Page,Loc #,Location,Month,Revenue,NAFI Amt,Annual Revenue,Annual NAFI,"	Latitude",Longitude
29,1135,Strike Zone,15-Feb,13411.5,10729.2,,,34.145,132.24417
29,1135,Strike Zone,15-Mar,19429.75,15543.8,,,34.145,132.24417
29,1135,Strike Zone,15-Apr,11892.2,9513.75,,,34.145,132.24417
29,1135,Strike Zone,15-May,10652.6,8522.1,,,34.145,132.24417
29,1135,Strike Zone,15-Jun,12589.55,10071.6,,,34.145,132.24417
29,1135,Strike Zone,15-Jul,12819.65,10255.7,,,34.145,132.24417
29,1135,Strike Zone,15-Aug,9433,7546.4,,,34.145,132.24417
29,1135,Strike Zone,15-Sep,12311,9848.8,165570.05,132456,34.145,132.24417
29,1135,Strike Zone,15-Oct,13176.95,10541.55,,,34.145,132.24417
29,1135,Strike Zone,15-Nov,11547.2,9237.75,,,34.145,132.24417
29,1135,Strike Zone,15-Dec,1752.05,1401.65,,,34.145,132.24417
29,1135,Strike Zone,16-Jan,17194.5,13755.6,,,34.145,132.24417
29,1135,Strike Zone,16-Feb,10600.9,8480.7,,,34.145,132.24417
29,1135,Strike Zone,16-Mar,11029.9,8823.9,,,34.145,132.24417
29,1135,Strike Zone,16-Apr,17953.8,14363.05,,,34.145,132.24417
29,1135,Strike Zone,16-May,20960.5,16768.4,,,34.145,132.24417
29,1135,Strike Zone,16-Jun,12902.25,10321.8,,,34.145,132.24417
29,1135,Strike Zone,16-Jul,15854,12683.2,,,34.145,132.24417
29,1135,Strike Zone,16-Aug,21427.4,17141.9,,,34.145,132.24417
29,1135,Strike Zone,16-Sep,3573.7,2858.95,157973.15,126378.45,34.145,132.24417
29,1135,Strike Zone,16-Oct,17403.25,13922.6,,,34.145,132.24417
29,1135,Strike Zone,16-Nov,13937.8,11150.25,,,34.145,132.24417
29,1135,Strike Zone,16-Dec,10339.5,8271.6,,,34.145,132.24417
30,1135,Strike Zone,17-Jan,18423,14738.4,,,34.145,132.24417
30,1135,Strike Zone,17-Feb,15892,12713.6,,,34.145,132.24417
30,1135,Strike Zone,17-Mar,12404.45,9923.55,,,34.145,132.24417
30,1135,Strike Zone,17-Apr,8975.45,7180.35,,,34.145,132.24417
30,1135,Strike Zone,17-May,6725.2,5380.15,,,34.145,132.24417
30,1135,Strike Zone,17-Jun,9953,7962.4,,,34.145,132.24417
30,1135,Strike Zone,17-Jul,5463,4370.4,,,34.145,132.24417
30,1135,Strike Zone,17-Aug,11651.7,9321.35,,,34.145,132.24417
30,1135,Strike Zone,17-Sep,13891,11112.8,145059.35,116047.45,34.145,132.24417
30,1135,Strike Zone,17-Oct,10807.2,8645.75,,,34.145,132.24417
30,1135,Strike Zone,17-Nov,16415.6,13132.5,,,34.145,132.24417
30,1135,Strike Zone,17-Dec,11047,8837.6,,,34.145,132.24417
30,1135,Strike Zone,18-Sep,38269.8,30615.85,,,34.145,132.24417
30,1137,Iwakuni Club 401201,13-Oct,162785.03,130368.65,,,34.145,132.24417
30,1137,Iwakuni Club 401201,13-Nov,107500.55,86000.45,,,34.145,132.24417
30,1137,Iwakuni Club 401201,13-Dec,138437.85,110750.3,,,34.145,132.24417
30,1137,Iwakuni Club 401201,14-Jan,121068.19,98908.6,,,34.145,132.24417
31,1137,Iwakuni Club 401201,14-Feb,124682.47,102814.2,,,34.145,132.24417
31,1137,Iwakuni Club 401201,14-Mar,145526.01,116178.25,,,34.145,132.24417
31,1137,Iwakuni Club 401201,14-Apr,166858.54,134533.2,,,34.145,132.24417
31,1137,Iwakuni Club 401201,14-May,87297.76,72912.45,,,34.145,132.24417
31,1137,Iwakuni Club 401201,14-Jun,117883.5,90268.8,,,34.145,132.24417
31,1137,Iwakuni Club 401201,14-Jul,136441.74,111723.5,,,34.145,132.24417
31,1137,Iwakuni Club 401201,14-Aug,89236.98,75748.65,,,34.145,132.24417
31,1137,Iwakuni Club 401201,14-Sep,137049.92,104641.15,1534768.54,1234848.2,34.145,132.24417
31,1137,Iwakuni Club 401201,14-Oct,103329.8,81456.25,,,34.145,132.24417
31,1137,Iwakuni Club 401201,14-Nov,105130.34,97051.35,,,34.145,132.24417
31,1137,Iwakuni Club 401201,14-Dec,131308.53,95690.5,,,34.145,132.24417
31,1137,Iwakuni Club 401201,15-Jan,115348.56,93591.25,,,34.145,132.24417
31,1137,Iwakuni Club 401201,15-Feb,123291.21,94949.5,,,34.145,132.24417
31,1137,Iwakuni Club 401201,15-Mar,199341.58,158973.25,,,34.145,132.24417
31,1137,Iwakuni Club 401201,15-Apr,139810.38,110128.05,,,34.145,132.24417
31,1137,Iwakuni Club 401201,15-May,129751.01,108594.2,,,34.145,132.24417
31,1137,Iwakuni Club 401201,15-Jun,122027.53,91425.4,,,34.145,132.24417
31,1137,Iwakuni Club 401201,15-Jul,97724.08,88651.35,,,34.145,132.24417
31,1137,Iwakuni Club 401201,15-Aug,75753.25,59171.85,,,34.145,132.24417
31,1137,Iwakuni Club 401201,15-Sep,126509.99,91717,1469326.26,1171399.95,34.145,132.24417
31,1137,Iwakuni Club 401201,15-Oct,95502.08,81199.25,,,34.145,132.24417
31,1137,Iwakuni Club 401201,15-Nov,101188.64,75218.55,,,34.145,132.24417
31,1137,Iwakuni Club 401201,15-Dec,98564.1,80447.85,,,34.145,132.24417
31,1137,Iwakuni Club 401201,16-Jan,73334.77,60479.45,,,34.145,132.24417
31,1137,Iwakuni Club 401201,16-Feb,104632.55,88411.35,,,34.145,132.24417
31,1137,Iwakuni Club 401201,16-Mar,124179.62,91119,,,34.145,132.24417
31,1137,Iwakuni Club 401201,16-Apr,70726.86,60486.6,,,34.145,132.24417
31,1137,Iwakuni Club 401201,16-May,120948.51,93635.35,,,34.145,132.24417
31,1137,Iwakuni Club 401201,16-Jun,94994.33,78968.25,,,34.145,132.24417
31,1137,Iwakuni Club 401201,16-Jul,106500.49,86105.75,,,34.145,132.24417
31,1137,Iwakuni Club 401201,16-Aug,139487.75,105323.8,,,34.145,132.24417
31,1137,Iwakuni Club 401201,16-Sep,88526.37,74470.2,1218586.07,975865.4,34.145,132.24417
31,1137,Iwakuni Club 401201,16-Oct,109594.67,85606.9,,,34.145,132.24417
31,1137,Iwakuni Club 401201,16-Nov,116250.22,94385.15,,,34.145,132.24417
31,1137,Iwakuni Club 401201,16-Dec,112420.22,93448.75,,,34.145,132.24417
31,1137,Iwakuni Club 401201,17-Jan,116128.04,89411.8,,,34.145,132.24417
31,1137,Iwakuni Club 401201,17-Feb,114986.9,92794.1,,,34.145,132.24417
31,1137,Iwakuni Club 401201,17-Mar,102194.14,80299.5,,,34.145,132.24417
31,1137,Iwakuni Club 401201,17-Apr,99713.27,84750.25,,,34.145,132.24417
32,1137,Iwakuni Club 401201,17-May,148767.75,114330.4,,,34.145,132.24417
32,1137,Iwakuni Club 401201,17-Jun,82590,95839.75,,,34.145,132.24417
32,1137,Iwakuni Club 401201,17-Jul,71942.25,48318.7,,,34.145,132.24417
32,1137,Iwakuni Club 401201,17-Aug,137153.45,90100.9,,,34.145,132.24417
32,1137,Iwakuni Club 401201,17-Sep,56988.7,73123.7,1268729.61,1042409.9,34.145,132.24417
32,1137,Iwakuni Club 401201,17-Oct,130568.8,74050.2,,,34.145,132.24417
32,1137,Iwakuni Club 401201,17-Nov,116178.25,97912,,,34.145,132.24417
32,1137,Iwakuni Club 401201,17-Dec,146151.1,118424.55,,,34.145,132.24417
32,1137,Iwakuni Club 401201,18-Jan,155465.55,118939.7,,,34.145,132.24417
32,1137,Iwakuni Club 401201,18-Feb,113188.35,90486.7,,,34.145,132.24417
32,1137,Iwakuni Club 401201,18-Mar,86744.4,89864.05,,,34.145,132.24417
32,1137,Iwakuni Club 401201,18-Apr,110305.81,81443.35,,,34.145,132.24417
32,1137,Iwakuni Club 401201,18-May,174313.39,143503.4,,,34.145,132.24417
32,1137,Iwakuni Club 401201,18-Jun,136020.15,97074.3,,,34.145,132.24417
32,1137,Iwakuni Club 401201,18-Jul,125700.9,93606.1,,,34.145,132.24417
32,1137,Iwakuni Club 401201,18-Aug,98242.71,92380.3,,,34.145,132.24417
32,1137,Iwakuni Club 401201,18-Sep,125663.69,88896.45,1518543.1,1186581.1,34.145,132.24417
32,1137,Iwakuni Club 401201,18-Oct,122128.7,100705.3,,,34.145,132.24417
32,1137,Iwakuni Club 401201,18-Nov,112527.5,89582.85,,,34.145,132.24417
32,1137,Iwakuni Club 401201,18-Dec,98224.85,83259.5,,,34.145,132.24417
32,1137,Iwakuni Club 401201,19-Jan,194491.55,148680.6,,,34.145,132.24417
32,1137,Iwakuni Club 401201,19-Feb,143934,116070.05,,,34.145,132.24417
32,1137,Iwakuni Club 401201,19-Mar,94926.19,103923.05,,,34.145,132.24417
32,1137,Iwakuni Club 401201,19-Apr,201892.8,161514.2,,,34.145,132.24417
32,1137,Iwakuni Club 401201,19-May,125494.32,110903.6,,,34.145,132.24417
32,1137,Iwakuni Club 401201,19-Jun,121917.89,68135.3,,,34.145,132.24417
32,1137,Iwakuni Club 401201,19-Jul,164769.35,119319.6,,,34.145,132.24417
32,1137,Iwakuni Club 401201,19-Aug,129853.05,104846.4,,,34.145,132.24417
32,1137,Iwakuni Club 401201,19-Sep,93242.75,79071.95,1603402.95,1286012.4,34.145,132.24417
32,1137,Iwakuni Club 401201,19-Oct,142923.25,108896.85,,,34.145,132.24417
32,1137,Iwakuni Club 401201,19-Nov,69880.7,70048.95,,,34.145,132.24417
32,1137,Iwakuni Club 401201,19-Dec,151947.7,107413.75,,,34.145,132.24417
32,1137,Iwakuni Club 401201,20-Jan,85977.76,81271.8,,,34.145,132.24417
32,1137,Iwakuni Club 401201,20-Feb,98912.44,82660.5,,,34.145,132.24417
32,1137,Iwakuni Club 401201,20-Mar,127372.5,85877.85,,,34.145,132.24417
32,1137,Iwakuni Club 401201,20-Apr,-837.65,-670.1,,,34.145,132.24417
32,1137,Iwakuni Club 401201,20-Jun,69306.3,55445.05,,,34.145,132.24417
32,1137,Iwakuni Club 401201,20-Jul,57796.25,55217.85,,,34.145,132.24417
33,1137,Iwakuni Club 401201,20-Aug,99897.8,85419.95,,,34.145,132.24417
33,1137,Iwakuni Club 401201,20-Sep,99862.1,65407.2,1003039.15,796989.65,34.145,132.24417
33,3164,Torii Pines TLF 401201,17-Oct,,,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,17-Nov,,,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,17-Dec,19358.1,15486.5,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,18-Jan,33264.5,26611.6,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,18-Feb,34689.05,27751.25,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,18-Mar,34028.2,27222.55,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,18-Apr,31878.85,25503.05,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,18-May,62869.8,50295.85,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,18-Jun,44448.4,35558.7,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,18-Jul,40124.8,32099.85,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,18-Aug,52348.35,41878.7,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,18-Sep,46449.8,37159.85,399459.85,319567.9,26.379192,127.736694
33,3164,Torii Pines TLF 401201,18-Oct,79128.1,63302.5,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,18-Nov,67768.8,54215.05,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,18-Dec,79773.2,63818.55,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,19-Jan,37408.3,34770.8,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,19-Feb,94838.1,77144.7,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,19-Mar,65360,53502.15,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,19-Apr,72400.6,58892.5,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,19-May,142320.22,125106.75,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,19-Jun,133651.93,88950.5,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,19-Jul,99635.25,78124.15,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,19-Aug,81067.5,72609.5,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,19-Sep,41127,30595.3,994479,801032.45,26.379192,127.736694
33,3164,Torii Pines TLF 401201,19-Oct,95726.9,71132.35,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,19-Nov,79072.15,85467.8,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,19-Dec,130833.15,98236.5,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,20-Jan,101846.62,72515.95,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,20-Feb,108586.18,86799.9,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,20-Mar,68866.5,67845.55,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,20-Apr,29567.95,4152.35,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,20-Jun,72604.1,58083.3,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,20-Jul,71432.4,58206.65,,,26.379192,127.736694
33,3164,Torii Pines TLF 401201,20-Aug,53074.95,53893.75,,,26.379192,127.736694
34,3164,Torii Pines TLF 401201,20-Sep,99670.1,67241.6,911281,723575.7,26.379192,127.736694
34,3167,Hangar E-Club,17-Oct,,,,,34.145,132.24417
34,3167,Hangar E-Club,18-Sep,,,,,34.145,132.24417
34,3167,Hangar E-Club,FY14,,,1837249.87,1471905.35,34.145,132.24417
34,3167,Hangar E-Club,FY15,,,1634896.31,1303855.95,34.145,132.24417
34,3167,Hangar E-Club,FY16,,,1376559.22,1102243.85,34.145,132.24417
34,3167,Hangar E-Club,FY17,,,1413788.96,1158457.35,34.145,132.24417
34,3167,Hangar E-Club,FY18,,,1956272.75,1536764.85,34.145,132.24417
34,3167,Hangar E-Club,FY19,,,2597881.95,2087044.85,34.145,132.24417
34,3167,Hangar E-Club,FY20,,,1914320.15,1520565.35,34.145,132.24417
36,3163,Camp Mujuk Center,17-Oct,844,675.2,,,35.96,129.42611
36,3163,Camp Mujuk Center,17-Nov,1048,838.4,,,35.96,129.42611
36,3163,Camp Mujuk Center,17-Dec,700,560,,,35.96,129.42611
36,3163,Camp Mujuk Center,18-Jan,32,25.6,,,35.96,129.42611
36,3163,Camp Mujuk Center,18-Feb,238.95,191.15,,,35.96,129.42611
36,3163,Camp Mujuk Center,18-Mar,1492,1193.6,,,35.96,129.42611
36,3163,Camp Mujuk Center,18-May,788.75,631,,,35.96,129.42611
36,3163,Camp Mujuk Center,18-Jun,345,276,,,35.96,129.42611
36,3163,Camp Mujuk Center,18-Sep,329,263.2,5817.7,4654.15,35.96,129.42611
36,3163,Camp Mujuk Center,18-Oct,10,8,,,35.96,129.42611
36,3163,Camp Mujuk Center,18-Nov,343,274.4,,,35.96,129.42611
36,3163,Camp Mujuk Center,18-Dec,836,668.8,,,35.96,129.42611
36,3163,Camp Mujuk Center,19-Jan,279.85,223.88,,,35.96,129.42611
36,3163,Camp Mujuk Center,19-Sep,1468.85,1175.08,,,35.96,129.42611
37,1127,Road House 400201,15-May,,,,,35.32059,138.86873
37,1127,Road House 400201,15-Jun,,,,,35.32059,138.86873
37,1127,Road House 400201,15-Sep,2499.75,1999.8,2499.75,1999.8,35.32059,138.86873
37,1127,Road House 400201,15-Oct,664.48,758.4,,,35.32059,138.86873
37,1127,Road House 400201,15-Nov,2375.49,2091.8,,,35.32059,138.86873
37,1127,Road House 400201,15-Dec,1066,852.8,,,35.32059,138.86873
37,1127,Road House 400201,16-Jan,-2293.64,875.2,,,35.32059,138.86873
37,1127,Road House 400201,16-Feb,10358.82,7571.85,,,35.32059,138.86873
37,1127,Road House 400201,16-Mar,14303.32,11041.6,,,35.32059,138.86873
37,1127,Road House 400201,16-Apr,3961.36,3276,,,35.32059,138.86873
37,1127,Road House 400201,16-May,4516.04,4191.2,,,35.32059,138.86873
37,1127,Road House 400201,16-Jun,17113.31,16008.4,,,35.32059,138.86873
37,1127,Road House 400201,16-Jul,6176.65,3540,,,35.32059,138.86873
37,1127,Road House 400201,16-Aug,6291.27,4649.6,,,35.32059,138.86873
37,1127,Road House 400201,16-Sep,3710.13,5741.45,68243.23,60598.3,35.32059,138.86873
37,1127,Road House 400201,16-Oct,16841.09,10325.45,,,35.32059,138.86873
37,1127,Road House 400201,16-Nov,2851.92,2982.75,,,35.32059,138.86873
37,1127,Road House 400201,16-Dec,11259.97,7028.95,,,35.32059,138.86873
37,1127,Road House 400201,17-Jan,8183.8,6547.05,,,35.32059,138.86873
37,1127,Road House 400201,17-Feb,3458.07,1968,,,35.32059,138.86873
37,1127,Road House 400201,17-Mar,16111.58,12285.5,,,35.32059,138.86873
37,1127,Road House 400201,17-Apr,13435.79,11106.8,,,35.32059,138.86873
37,1127,Road House 400201,17-May,10766.57,8229.6,,,35.32059,138.86873
37,1127,Road House 400201,17-Jun,2589.5,2071.6,,,35.32059,138.86873
37,1127,Road House 400201,17-Jul,7855,6284,,,35.32059,138.86873
37,1127,Road House 400201,17-Aug,11401.9,9121.5,,,35.32059,138.86873
37,1127,Road House 400201,17-Sep,8676.8,6941.45,113431.99,84892.65,35.32059,138.86873
37,1127,Road House 400201,17-Oct,3382,2705.6,,,35.32059,138.86873
37,1127,Road House 400201,17-Nov,1130,904,,,35.32059,138.86873
37,1127,Road House 400201,17-Dec,2106,1684.8,,,35.32059,138.86873
37,1127,Road House 400201,18-Jan,8289,6631.2,,,35.32059,138.86873
37,1127,Road House 400201,18-Feb,1592.55,1274.05,,,35.32059,138.86873
37,1127,Road House 400201,18-Mar,1657,1325.6,,,35.32059,138.86873
37,1127,Road House 400201,18-Apr,10128.25,8102.6,,,35.32059,138.86873
37,1127,Road House 400201,18-May,6475,5180,,,35.32059,138.86873
37,1127,Road House 400201,18-Jun,1801.2,1440.95,,,35.32059,138.86873
37,1127,Road House 400201,18-Jul,8469.55,6775.65,,,35.32059,138.86873
37,1127,Road House 400201,18-Aug,6293.95,5035.15,,,35.32059,138.86873
37,1127,Road House 400201,18-Sep,3145,2516,54469.5,43575.6,35.32059,138.86873
37,1127,Road House 400201,18-Oct,2367,1893.6,,,35.32059,138.86873
38,1127,Road House 400201,18-Nov,3841.35,3073.1,,,35.32059,138.86873
38,1127,Road House 400201,18-Dec,6408,5126.4,,,35.32059,138.86873
38,1127,Road House 400201,19-Jan,1372,1097.6,,,35.32059,138.86873
38,1127,Road House 400201,19-Feb,9119.45,7295.55,,,35.32059,138.86873
38,1127,Road House 400201,19-Mar,-9379.55,7480.8,,,35.32059,138.86873
38,1127,Road House 400201,19-May,7355,5884,,,35.32059,138.86873
38,1127,Road House 400201,19-Jun,3639.7,2995.5,,,35.32059,138.86873
38,1127,Road House 400201,19-Aug,21229.1,1928.8,,,35.32059,138.86873
38,1127,Road House 400201,19-Sep,-287,863.45,45665.05,37638.8,35.32059,138.86873
38,1127,Road House 400201,19-Oct,1810,1448,,,35.32059,138.86873
38,1127,Road House 400201,19-Nov,65,52,,,35.32059,138.86873
38,1127,Road House 400201,19-Dec,853,682.4,,,35.32059,138.86873
38,1127,Road House 400201,20-Jan,1453,1162.4,,,35.32059,138.86873
38,1127,Road House 400201,20-Feb,825,660,,,35.32059,138.86873
38,1127,Road House 400201,20-Mar,399.25,319.4,,,35.32059,138.86873
38,1127,Road House 400201,20-Jul,4244,3395.2,,,35.32059,138.86873
38,1127,Road House 400201,20-Aug,2505,2004,,,35.32059,138.86873
38,1127,Road House 400201,20-Sep,1685,1348,13839.25,11071.4,35.32059,138.86873
38,1127,Road House 400201,20-Oct,1368,1094.4,,,35.32059,138.86873
38,1127,Road House 400201,20-Nov,1338.5,1070.8,,,35.32059,138.86873
38,1127,Road House 400201,20-Dec,323,258.4,,,35.32059,138.86873
38,1127,Road House 400201,21-Jan,632,505.6,,,35.32059,138.86873
38,1127,Road House 400201,21-Feb,530,424,,,35.32059,138.86873
38,1127,Road House 400201,21-Mar,522,417.6,,,35.32059,138.86873
38,1127,Road House 400201,21-Apr,5911.95,4729.55,,,35.32059,138.86873
38,1127,Road House 400201,21-May,545,436,,,35.32059,138.86873
38,1127,Road House 400201,21-Jun,4138.05,3310.45,,,35.32059,138.86873
38,1127,Road House 400201,21-Jul,2989,2391.2,,,35.32059,138.86873
38,1127,Road House 400201,21-Aug,3836,3068.8,,,35.32059,138.86873
38,1127,Road House 400201,21-Sep,5382,4305.6,27515.5,22012.4,35.32059,138.86873
39,1097,Schwab BC,13-Oct,6180.69,4958,,,26.524612,128.044324
39,1097,Schwab BC,13-Nov,5129.75,4103.8,,,26.524612,128.044324
39,1097,Schwab BC,13-Dec,146.85,117.5,,,26.524612,128.044324
39,1097,Schwab BC,14-Jan,5289.73,4004,,,26.524612,128.044324
39,1097,Schwab BC,14-Feb,3041,2432.8,,,26.524612,128.044324
39,1097,Schwab BC,14-Mar,8440,6752,,,26.524612,128.044324
39,1097,Schwab BC,14-Apr,6883,5506.4,,,26.524612,128.044324
39,1097,Schwab BC,14-May,9080,7264,,,26.524612,128.044324
39,1097,Schwab BC,14-Jun,-599.15,588.3,,,26.524612,128.044324
39,1097,Schwab BC,14-Jul,3805.95,1977.15,,,26.524612,128.044324
39,1097,Schwab BC,14-Aug,5700,4560,,,26.524612,128.044324
39,1097,Schwab BC,14-Sep,4624.2,3699.35,57722.02,45963.3,26.524612,128.044324
39,1097,Schwab BC,14-Oct,1568,1254.4,,,26.524612,128.044324
39,1097,Schwab BC,14-Nov,4708.6,3766.9,,,26.524612,128.044324
39,1097,Schwab BC,14-Dec,1657.4,1325.9,,,26.524612,128.044324
39,1097,Schwab BC,15-Jan,1025.2,820.15,,,26.524612,128.044324
39,1097,Schwab BC,15-Feb,3208,2566.4,,,26.524612,128.044324
39,1097,Schwab BC,15-Mar,2144.95,1715.95,,,26.524612,128.044324
39,1097,Schwab BC,15-Apr,2960,2368,,,26.524612,128.044324
39,1097,Schwab BC,15-Jun,5248.3,4198.65,,,26.524612,128.044324
39,1097,Schwab BC,15-Jul,1337,1069.6,,,26.524612,128.044324
39,1097,Schwab BC,15-Aug,2432.8,1946.25,,,26.524612,128.044324
39,1097,Schwab BC,15-Sep,26290.25,21032.2,,,26.524612,128.044324
39,2394,Beach Head 400501,13-Oct,14667.81,12152.45,,,26.524612,128.044324
39,2394,Beach Head 400501,13-Nov,12430.25,9944.2,,,26.524612,128.044324
39,2394,Beach Head 400501,13-Dec,31218.75,24975,,,26.524612,128.044324
39,2394,Beach Head 400501,14-Jan,37935.14,25827.55,,,26.524612,128.044324
39,2394,Beach Head 400501,14-Feb,17453.9,13963.15,,,26.524612,128.044324
39,2394,Beach Head 400501,14-Mar,21660.05,17328.05,,,26.524612,128.044324
39,2394,Beach Head 400501,14-Apr,9157.1,8374.3,,,26.524612,128.044324
39,2394,Beach Head 400501,14-May,35056.3,26996.45,,,26.524612,128.044324
39,2394,Beach Head 400501,14-Jun,27320.6,21856.45,,,26.524612,128.044324
39,2394,Beach Head 400501,14-Jul,10540.3,8432.25,,,26.524612,128.044324
39,2394,Beach Head 400501,14-Aug,21771.5,18726.2,,,26.524612,128.044324
39,2394,Beach Head 400501,14-Sep,24952.5,18653,264164.2,207229.05,26.524612,128.044324
39,2394,Beach Head 400501,14-Oct,7804.85,9256.2,,,26.524612,128.044324
40,2394,Beach Head 400501,14-Nov,8296.2,8384.85,,,26.524612,128.044324
40,2394,Beach Head 400501,14-Dec,22006.8,12845.2,,,26.524612,128.044324
40,2394,Beach Head 400501,15-Jan,12004.45,10924.7,,,26.524612,128.044324
40,2394,Beach Head 400501,15-Feb,18324.85,13338.75,,,26.524612,128.044324
40,2394,Beach Head 400501,15-Mar,11526.1,9220.9,,,26.524612,128.044324
40,2394,Beach Head 400501,15-Apr,9893.75,7915,,,26.524612,128.044324
40,2394,Beach Head 400501,15-May,14280.55,11424.45,,,26.524612,128.044324
40,2394,Beach Head 400501,15-Jun,18915.75,15132.6,,,26.524612,128.044324
40,2394,Beach Head 400501,15-Jul,20672.3,16537.85,,,26.524612,128.044324
40,2394,Beach Head 400501,15-Aug,15024.35,12019.5,,,26.524612,128.044324
40,2394,Beach Head 400501,15-Sep,14573.65,11658.9,173323.6,138658.9,26.524612,128.044324
40,2394,Beach Head 400501,15-Oct,20490.8,16392.65,,,26.524612,128.044324
40,2394,Beach Head 400501,15-Nov,7101.55,5681.25,,,26.524612,128.044324
40,2394,Beach Head 400501,15-Dec,20276.35,16221.1,,,26.524612,128.044324
40,2394,Beach Head 400501,16-Jan,12439.35,9951.45,,,26.524612,128.044324
40,2394,Beach Head 400501,16-Feb,11301.5,9041.2,,,26.524612,128.044324
40,2394,Beach Head 400501,16-Mar,13003.75,10403,,,26.524612,128.044324
40,2394,Beach Head 400501,16-Apr,13636.4,10909.1,,,26.524612,128.044324
40,2394,Beach Head 400501,16-May,4322.6,3458.1,,,26.524612,128.044324
40,2394,Beach Head 400501,16-Jun,19510.4,15608.35,,,26.524612,128.044324
40,2394,Beach Head 400501,16-Jul,16216.65,12973.3,,,26.524612,128.044324
40,2394,Beach Head 400501,16-Aug,11220.95,8976.75,,,26.524612,128.044324
40,2394,Beach Head 400501,16-Sep,5416.3,4333.05,154936.6,123949.3,26.524612,128.044324
40,2394,Beach Head 400501,16-Oct,10089.1,8071.3,,,26.524612,128.044324
40,2394,Beach Head 400501,16-Nov,28527.15,22821.7,,,26.524612,128.044324
40,2394,Beach Head 400501,16-Dec,16559.1,13247.3,,,26.524612,128.044324
40,2394,Beach Head 400501,17-Jan,24005,19204,,,26.524612,128.044324
40,2394,Beach Head 400501,17-Feb,14748.25,11798.6,,,26.524612,128.044324
40,2394,Beach Head 400501,17-Mar,12836.25,10269,,,26.524612,128.044324
40,2394,Beach Head 400501,17-Apr,20462.2,16369.75,,,26.524612,128.044324
40,2394,Beach Head 400501,17-May,15941,12752.8,,,26.524612,128.044324
40,2394,Beach Head 400501,17-Jun,32239.45,25791.6,,,26.524612,128.044324
40,2394,Beach Head 400501,17-Jul,21695.35,17356.25,,,26.524612,128.044324
40,2394,Beach Head 400501,17-Aug,14146,11316.8,,,26.524612,128.044324
40,2394,Beach Head 400501,17-Sep,12585.4,10068.3,223834.25,179067.4,26.524612,128.044324
40,2394,Beach Head 400501,17-Oct,10680.05,8544.05,,,26.524612,128.044324
40,2394,Beach Head 400501,17-Nov,18282.9,14626.35,,,26.524612,128.044324
40,2394,Beach Head 400501,17-Dec,12489.5,9991.6,,,26.524612,128.044324
41,2394,Beach Head 400501,18-Jan,15501.3,12401,,,26.524612,128.044324
41,2394,Beach Head 400501,18-Feb,17954.5,14363.6,,,26.524612,128.044324
41,2394,Beach Head 400501,18-Mar,12777.8,10222.25,,,26.524612,128.044324
41,2394,Beach Head 400501,18-Apr,5966.1,4772.9,,,26.524612,128.044324
41,2394,Beach Head 400501,18-May,11231.1,8984.9,,,26.524612,128.044324
41,2394,Beach Head 400501,18-Jun,12014.5,9611.6,,,26.524612,128.044324
41,2394,Beach Head 400501,18-Jul,13155.75,10524.6,,,26.524612,128.044324
41,2394,Beach Head 400501,18-Aug,1947.1,1557.65,,,26.524612,128.044324
41,2394,Beach Head 400501,18-Sep,8962.15,7169.7,140962.75,112770.2,26.524612,128.044324
41,2394,Beach Head 400501,18-Oct,13447.1,10757.7,,,26.524612,128.044324
41,2394,Beach Head 400501,18-Nov,12596.15,10076.9,,,26.524612,128.044324
41,2394,Beach Head 400501,18-Dec,12357.95,9886.35,,,26.524612,128.044324
41,2394,Beach Head 400501,19-Jan,18802,15041.6,,,26.524612,128.044324
