Loc,LNAME,Open,Closed,KSI,CmtyNum,SVC,FONUM,FOSHORT,REGNUM,Region,SMSSection,SMSBank,MESSAGE,RptGrp,Shortname,Split,CMMTY,Place,Cmty,Month,ParseOK,COVID19,TVLREST
2317,WEST PAC LODGE,4/24/2002,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK13,J0,,Dave,WEST PAC LODGE,80%,USMC Okinawa,Floor,USMC Okinawa,November 2020,True,FALSE,Closed
2394,BEACH HEAD,12/9/2002,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK01,J0,,Dave,BEACH HEAD,80%,USMC Okinawa,Floor,USMC Okinawa,November 2020,True,FALSE,Closed
2489,EDELWEISS LODGE & RESORT,5/26/2004,8/8/8888,60,6,Army,10,GARMISCH,2,Europe,GA01,E0,,Dave,EDELWEISS,20%,Edelweiss,Floor,Edelweiss,November 2020,True,TRUE,Closed
2521,TURTLE COVE,9/2/2010,8/8/8888,200,20,Navy,21,DAEGU,4,Korea,DA05,K0,,Dave,TURTLE COVE,70%,Chinhae,Floor,Chinhae,November 2020,True,FALSE,Open
2523,CROW'S NEST,12/22/2004,8/8/8888,290,29,Navy,26,OKINAWA,5,Japan,OK04,J0,,Dave,CROW'S NEST,80%,USN Okinawa,Floor,USN Okinawa,November 2020,True,FALSE,Open
2525,PORT CALL,12/22/2004,8/8/8888,290,29,Navy,26,OKINAWA,5,Japan,OK10,J0,,Dave,PORT CALL,80%,USN Okinawa,Floor,USN Okinawa,November 2020,True,FALSE,Open
2588,CAPO OLDE TOWN SLOTS,10/4/2007,8/8/8888,90,9,Navy,42,NAPLES,2,Europe,NA01,E0,Clsd til 11/26,Dave,CAPO OLDE TOWN,70%,Naples,Floor,Naples,November 2020,True,FALSE,Closed
2591,NAPLES B/C,10/9/2007,8/8/8888,90,9,Navy,42,NAPLES,2,Europe,NA02,E0,Clsd til 11/26,Dave,NAPLES,70%,Naples,Floor,Naples,November 2020,True,FALSE,Closed
2595,SIG B/C,5/8/2007,8/8/8888,80,8,Navy,40,SIGONELLA,2,Europe,SN02,E0,,Dave,SIG,70%,Sigonella,Floor,Sigonella,November 2020,True,TRUE,Closed
2597,JOX SPORTS BAR,5/8/2007,8/8/8888,80,8,Navy,40,SIGONELLA,2,Europe,SN01,E0,,Dave,JOX SPORTS BAR,70%,Sigonella,Floor,Sigonella,November 2020,True,FALSE,Closed
2600,LA PLAZA,11/1/2015,8/8/8888,100,10,Navy,43,ROTA,2,Europe,RT02,E0,,Dave,LA PLAZA,70%,Rota,Floor,Rota,November 2020,True,TRUE,Closed
2601,ROTA LANES,12/1/2015,8/8/8888,100,10,Navy,43,ROTA,2,Europe,RT04,E0,,Dave,ROTA LANES,70%,Rota,Floor,Rota,November 2020,True,TRUE,Closed
2605,ROTA FLEET CTR,1/1/2015,8/8/8888,100,10,Navy,43,ROTA,2,Europe,RT03,E0,,Dave,ROTA FLEET CTR,70%,Rota,Floor,Rota,November 2020,True,FALSE,Closed
2618,GRAFFITI'S,12/1/2015,8/8/8888,70,7,Navy,39,SOUDA BAY,2,Europe,SB01,E0,,Dave,GRAFFITI'S,70%,Souda Bay,Floor,Souda Bay,November 2020,True,TRUE,Closed
2664,SANNO HOTEL,8/25/2006,8/8/8888,260,26,Navy,22,ZAMA,5,Japan,ZA06,J0,,Dave,SANNO HOTEL,80%,New Sanno,Floor,New Sanno,November 2020,True,FALSE,Open
2887,ROB JAVA CAFE,6/1/2013,8/8/8888,320,32,Army,2,KAISERSLAUTERN,2,Europe,KA04,E0,,Dave,ROB JAVA CAFE,20%,Rheinland Pfalz,Floor,Rheinland Pfalz,November 2020,True,FALSE,Open
2890,BOQ,3/24/2008,8/8/8888,100,10,Navy,43,ROTA,2,Europe,RT01,E0,,Dave,BOQ,70%,Rota,Floor,Rota,November 2020,True,FALSE,Closed
2895,THE ARENA B/C,4/17/2008,8/8/8888,30,3,Army,4,VICENZA,2,Europe,VZ03,E0,Clsd til 11/26,Dave,ARENA,20%,Vicenza,Floor,Vicenza,November 2020,True,TRUE,Closed
2976,WIESBADEN ENT CTR,7/2/2010,8/8/8888,130,13,Army,47,WIESBADEN,2,Europe,WB04,E0,SMS Sep2019,Dave,WIESBADEN,20%,Wiesbaden,Floor,Wiesbaden,November 2020,True,FALSE,Open
3072,SEMBACH C/C,7/5/2012,8/8/8888,320,32,Army,2,KAISERSLAUTERN,2,Europe,KA05,E0,,Dave,SEMBACH,20%,Rheinland Pfalz,Floor,Rheinland Pfalz,November 2020,True,FALSE,Open
3078,CORNER POCKET,8/16/2012,8/8/8888,250,25,Navy,22,ZAMA,5,Japan,ZA04,J0,,Dave,CORNER POCKET,80%,USN Japan,Floor,USN Japan,November 2020,True,FALSE,Closed
3079,CLUB TRILOGY,7/20/2015,8/8/8888,250,25,Navy,22,ZAMA,5,Japan,ZA03,J0,,Dave,CLUB TRILOGY,80%,USN Japan,Floor,USN Japan,November 2020,True,FALSE,Open
3096,HARBOR VIEW CLUB,12/1/2013,8/8/8888,330,33,Navy,19,SASEBO,5,Japan,SA02,J0,,Dave,HARBOR VIEW,80%,USN Sasebo,Floor,USN Sasebo,November 2020,True,FALSE,Closed
3097,HARIO,1/1/2014,8/8/8888,330,33,Navy,19,SASEBO,5,Japan,SA03,J0,,Dave,HARIO,80%,USN Sasebo,Floor,USN Sasebo,November 2020,True,FALSE,Closed
3098,GALAXIES,12/1/2013,8/8/8888,330,33,Navy,19,SASEBO,5,Japan,SA01,J0,,Dave,GALAXIES,80%,USN Sasebo,Floor,USN Sasebo,November 2020,True,FALSE,Closed
3108,ACE'S GAME ROOM,2/1/2014,8/8/8888,130,13,Army,47,WIESBADEN,2,Europe,WB01,E0,,Dave,ACE'S GAME RM,20%,Wiesbaden,Floor,Wiesbaden,November 2020,True,FALSE,Open
3132,DEL DIN C/C,3/1/2014,8/8/8888,30,3,Army,4,VICENZA,2,Europe,VZ01,E0,Clsd til 11/26,Dave,DEL DIN,20%,Vicenza,Floor,Vicenza,November 2020,True,TRUE,Open
3145,ALGIERS REC CTR,5/1/2016,8/8/8888,120,12,Army,46,VILSECK,2,Europe,VK01,E0,,Dave,ALGIERS REC,20%,Bavaria,Floor,Bavaria,November 2020,True,FALSE,Closed
3146,YOKOSUKA B/C,10/1/2015,8/8/8888,350,35,Navy,18,YOKOSUKA,5,Japan,YK06,J0,,Dave,YOKOSUKA,85%,USN Yokosuka,Floor,USN Yokosuka,November 2020,True,FALSE,Closed
3147,CLUB ALLIANCE,10/1/2015,8/8/8888,350,35,Navy,18,YOKOSUKA,5,Japan,YK01,J0,,Dave,CLUB ALLIANCE,85%,USN Yokosuka,Floor,USN Yokosuka,November 2020,True,FALSE,Closed
3148,CPO CLUB,5/24/2015,8/8/8888,350,35,Navy,18,YOKOSUKA,5,Japan,YK02,J0,,Dave,CPO CLUB,85%,USN Yokosuka,Floor,USN Yokosuka,November 2020,True,FALSE,Closed
3149,TAKEMIYA CLUB,10/1/2015,8/8/8888,350,35,Navy,18,YOKOSUKA,5,Japan,YK05,J0,,Dave,TAKEMIYA CLUB,85%,USN Yokosuka,Floor,USN Yokosuka,November 2020,True,FALSE,Closed
3150,OFFICERS CLUB,10/1/2015,8/8/8888,350,35,Navy,18,YOKOSUKA,5,Japan,YK03,J0,,Dave,OFFICERS CLUB,85%,USN Yokosuka,Floor,USN Yokosuka,November 2020,True,FALSE,Closed
3151,SEASIDE CLUB,10/1/2015,8/8/8888,350,35,Navy,18,YOKOSUKA,5,Japan,YK04,J0,,Dave,SEASIDE CLUB,85%,USN Yokosuka,Floor,USN Yokosuka,November 2020,True,FALSE,Open
3156,TERROR CLUB,5/1/2016,8/8/8888,360,36,Navy,17,SINGAPORE,4,Korea,SG01,K0,,Dave,TERROR CLUB,85%,Singapore,Floor,Singapore,November 2020,True,TRUE,Open
3158,MORNING CALM,9/15/2018,8/8/8888,180,78,Army,24,PYONGTAEK,4,Korea,PY04,K0,,Dave,MORNING CALM,20%,Camp Humphreys,Floor,Camp Humphreys,November 2020,True,FALSE,Open
3159,WHISPERS,4/1/2015,8/8/8888,290,29,Marine Corps,26,OKINAWA,5,Japan,OK14,J0,,Dave,WHISPERS,85%,USN Okinawa,Floor,USN Okinawa,November 2020,True,FALSE,Open
3164,TORII PINES TLF,12/15/2017,8/8/8888,270,27,Marine Corps,27,IWAKUNI,5,Japan,IW02,J0,,Dave,TORII PINES TLF,80%,USMA Iwakuni,Floor,USMA Iwakuni,November 2020,True,FALSE,Open
3165,CAMP ZAMA GOLF COURSE,10/22/2020,8/8/8888,250,24,Army,22,,,,,,,,,,USN Japan,Floor,USN Japan,November 2020,False,,
3166,FLIGHTLINE TAP ROOM,1/3/2018,8/8/8888,180,78,Army,24,PYONGTAEK,4,Korea,PY02,K0,Reno Oct'19 - Mar'20,Dave,FLIGHTLINE,20%,Camp Humphreys,Floor,Camp Humphreys,November 2020,True,FALSE,Open
3168,CAVE,10/12/2018,8/8/8888,180,78,Army,24,PYONGTAEK,4,Korea,PY01,K0,Open Oct 2018,Dave,CAVE,20%,Camp Humphreys,Floor,Camp Humphreys,November 2020,True,FALSE,Open
3169,HANSEN TLF,8/16/2019,8/8/8888,280,,Marine Corps,26,OKINAWA,5,Japan,OK14,J0,Open Aug 2019,Dave,HANSEN TLF,80%,Hansen,Floor,Hansen,November 2020,True,FALSE,Closed
196,KAZABRA,4/1/2001,8/8/8888,320,32,Army,2,KAISERSLAUTERN,2,Europe,KA02,E0,,Dave,KAZABRA,20%,Rheinland Pfalz,Floor,Rheinland Pfalz,December 2020,True,FALSE,Open
218,STRIKERS,4/4/2001,8/8/8888,320,32,Army,2,KAISERSLAUTERN,2,Europe,KA06,E0,,Dave,STRIKERS,20%,Rheinland Pfalz,Floor,Rheinland Pfalz,December 2020,True,FALSE,Open
256,PATCH CMTY CLUB,11/2/2009,8/8/8888,110,11,Army,45,STUTTGART,2,Europe,ST03,E0,Moved Sep 2020,Dave,PATCH,20%,Stuttgart,Floor,Stuttgart,December 2020,True,TRUE,Open
280,KELLEY COMM CLUB,11/2/2009,8/8/8888,110,11,Army,45,STUTTGART,2,Europe,ST02,E0,,Dave,KELLY,20%,Stuttgart,Floor,Stuttgart,December 2020,True,FALSE,Open
298,GALAXY B/C,11/2/2009,8/8/8888,110,11,Army,45,STUTTGART,2,Europe,ST01,E0,,Dave,GALAXY,20%,Stuttgart,Floor,Stuttgart,December 2020,True,TRUE,Open
330,LIVORNO COMM CLUB,4/1/2007,8/8/8888,30,3,Army,4,VICENZA,2,Europe,VZ02,E0,,Dave,LIVORNO,20%,Vicenza,Floor,Vicenza,December 2020,True,TRUE,Closed
413,ENTERTAINMENT CENTER GRAF,12/1/1996,8/8/8888,120,12,Army,46,VILSECK,2,Europe,VK02,E0,,Dave,GRAF,20%,Bavaria,Floor,Bavaria,December 2020,True,FALSE,Open
415,HOHENFELS B/C,12/1/1996,8/8/8888,120,12,Army,46,VILSECK,2,Europe,VK03,E0,,Dave,HOHENFELS,20%,Bavaria,Floor,Bavaria,December 2020,True,FALSE,Open
417,VILSECK B/C,12/1/2007,8/8/8888,120,12,Army,46,VILSECK,2,Europe,VK05,E0,,Dave,VILSECK,20%,Bavaria,Floor,Bavaria,December 2020,True,FALSE,Closed
437,ACTION LANES,10/4/2014,8/8/8888,40,4,Army,31,ANSBACH,2,Europe,AN01,E0,,Dave,ACTION LANES,20%,Ansback/Illesheim,Floor,Ansback/Illesheim,December 2020,True,FALSE,Open
438,STORCK BRK B/C,10/4/2014,8/8/8888,40,4,Army,31,ANSBACH,2,Europe,AN02,E0,,Dave,STORCK BRK,20%,Ansback/Illesheim,Floor,Ansback/Illesheim,December 2020,True,FALSE,Open
770,DRAGON HILL LODGE,4/6/1994,8/8/8888,230,23,Army,20,SEOUL,4,Korea,SE01,K0,,Dave,DRAGON HILL,20%,DHL,Floor,DHL,December 2020,True,FALSE,Open
776,"COMM CLUB, K-16",10/1/1993,8/8/8888,210,21,Army,20,SEOUL,4,Korea,SE02,K0,,Dave,K-16,20%,Yongson,Floor,Yongson,December 2020,True,FALSE,Open
797,GATEWAY CLUB,3/2/2008,8/8/8888,150,15,Army,23,UIJEONGBU,4,Korea,UJ03,K0,SMS Jun2019,Dave,GATEWAY CLUB,20%,Camp Casey,Floor,Camp Casey,December 2020,True,FALSE,Open
798,"WARRIOR'S, CASEY-E",3/2/2008,8/8/8888,150,15,Army,23,UIJEONGBU,4,Korea,UJ04,K0,,Dave,WARRIOR'S,20%,Camp Casey,Floor,Camp Casey,December 2020,True,FALSE,Open
819,"BOWL CTR, CP CASEY",6/24/2013,8/8/8888,150,15,Army,23,UIJEONGBU,4,Korea,UJ01,K0,,Dave,CASEY,20%,Camp Casey,Floor,Camp Casey,December 2020,True,FALSE,Open
839,HUMPHREYS B/C,2/1/2019,8/8/8888,180,78,Army,24,PYONGTAEK,4,Korea,PY03,K0,Open Feb 2019,Dave,HUMPHREYS,20%,Camp Humphreys,Floor,Camp Humphreys,December 2020,True,FALSE,Open
866,STATE'S GRILL,10/1/1993,8/8/8888,190,19,Army,21,DAEGU,4,Korea,DA04,K0,,Dave,STATE'S GRILL,20%,Daegu,Floor,Daegu,December 2020,True,FALSE,Open
867,"HILLTOP, CP WALKER",12/12/1994,8/8/8888,190,19,Army,21,DAEGU,4,Korea,DA01,K0,Reno Aug-Dec 2020,Dave,HILLTOP,20%,Daegu,Floor,Daegu,December 2020,True,FALSE,Open
869,LA CANTINA EL GUERRERO,12/31/1984,8/8/8888,190,19,Army,21,DAEGU,4,Korea,DA03,K0,See 891-Clsd Reno,Dave,LOS CANTINA,20%,Daegu,Floor,Daegu,December 2020,True,FALSE,Closed
870,WINDY CITY BOWL & GRILL,1/1/1999,8/8/8888,190,19,Army,21,DAEGU,4,Korea,DA06,K0,,Dave,WINDY CITY,20%,Daegu,Floor,Daegu,December 2020,True,FALSE,Open
883,"COMM CLUB, CP ZAMA",2/1/1998,8/8/8888,340,24,Army,22,ZAMA,5,Japan,ZA02,J0,,Dave,ZAMA,20%,Camp Zama,Floor,Camp Zama,December 2020,True,FALSE,Open
885,SHA CLUB,2/1/1998,8/8/8888,340,24,Army,22,ZAMA,5,Japan,ZA07,J0,,Dave,SHA CLUB,20%,Camp Zama,Floor,Camp Zama,December 2020,True,FALSE,Open
886,"BOWLING CTR, CP ZAMA",11/15/2017,8/8/8888,340,24,Army,22,ZAMA,5,Japan,ZA01,J0,,Dave,ZAMA,20%,Camp Zama,Floor,Camp Zama,December 2020,True,FALSE,Open
891,EL GUERRERO,6/20/1996,8/8/8888,190,19,Army,21,DAEGU,4,Korea,DA02,K0,see 869,Dave,EL GUERRERO,20%,Daegu,Floor,Daegu,December 2020,True,FALSE,Open
967,HAVANA'S,6/1/1997,8/8/8888,300,30,Army,26,OKINAWA,5,Japan,OK07,J0,,Dave,HAVANA'S,20%,USA Okinawa,Floor,USA Okinawa,December 2020,True,FALSE,Closed
1038,THE GOLD MINE,12/1/2014,8/8/8888,20,2,Army,2,KAISERSLAUTERN,2,Europe,KA07,E0,Brunssum Area,Dave,GOLD MINE,20%,Benelux,Floor,Benelux,December 2020,True,TRUE,Closed
1105,HASHMARKS,10/1/1993,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK06,J0,,Dave,HASHMARKS,80%,USMC Okinawa,Floor,USMC Okinawa,December 2020,True,FALSE,Open
1107,COURTNEY B/C,5/21/2008,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK03,J0,,Dave,COURTNEY,80%,USMC Okinawa,Floor,USMC Okinawa,December 2020,True,FALSE,Open
1109,TAIYO GOLF COURSE,10/1/1993,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK12,J0,,Dave,TAIYO,80%,USMC Okinawa,Floor,USMC Okinawa,December 2020,True,FALSE,Open
1111,BUTLER B/C,10/1/1993,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK02,J0,,Dave,BUTLER,80%,USMC Okinawa,Floor,USMC Okinawa,December 2020,True,FALSE,Open
1114,OCEAN BREEZE,7/2/1997,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK08,J0,,Dave,OCEAN BREEZE,80%,USMC Okinawa,Floor,USMC Okinawa,December 2020,True,FALSE,Open
1122,SURFSIDE,10/1/1993,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK11,J0,,Dave,SURFSIDE,80%,USMC Okinawa,Floor,USMC Okinawa,December 2020,True,FALSE,Open
1127,ROAD HOUSE,9/1/2015,8/8/8888,340,24,Marine Corps,22,ZAMA,5,Japan,ZA05,J0,,Dave,ROAD HOUSE,80%,Camp Zama,Floor,Camp Zama,December 2020,True,FALSE,Open
1137,IWAKUNI CLUB,2/1/1998,8/8/8888,270,27,Marine Corps,27,IWAKUNI,5,Japan,IW01,J0,,Dave,IWAKUNI CLUB,80%,USMA Iwakuni,Floor,USMA Iwakuni,December 2020,True,FALSE,Open
1669,THE VAULT CLUB AND CASINO,7/2/2010,8/8/8888,130,13,Army,47,WIESBADEN,2,Europe,WB03,E0,,Dave,THE VAULT,20%,Wiesbaden,Floor,Wiesbaden,December 2020,True,FALSE,Open
1858,LANGENBRUCK CENTER,12/1/2007,8/8/8888,120,12,Army,46,VILSECK,2,Europe,VK04,E0,,Dave,LANGENBRUCK,20%,Bavaria,Floor,Bavaria,December 2020,True,FALSE,Open
1881,KASTEL KLUB,3/26/2013,8/8/8888,130,13,Army,47,WIESBADEN,2,Europe,WB02,E0,,Dave,KASTEL KLUB,20%,Wiesbaden,Floor,Wiesbaden,December 2020,True,FALSE,Closed
1940,CASEY LODGE,2/1/2018,8/8/8888,150,15,Army,23,UIJEONGBU,4,Korea,UJ02,K0,,Dave,CASEY LODGE,20%,Camp Casey,Floor,Camp Casey,December 2020,True,FALSE,Open
2238,PALMS,6/1/2001,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK09,J0,,Dave,PALMS,80%,USMC Okinawa,Floor,USMC Okinawa,December 2020,True,FALSE,Closed
2317,WEST PAC LODGE,4/24/2002,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK13,J0,,Dave,WEST PAC LODGE,80%,USMC Okinawa,Floor,USMC Okinawa,December 2020,True,FALSE,Closed
2394,BEACH HEAD,12/9/2002,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK01,J0,,Dave,BEACH HEAD,80%,USMC Okinawa,Floor,USMC Okinawa,December 2020,True,FALSE,Closed
2489,EDELWEISS LODGE & RESORT,5/26/2004,8/8/8888,60,6,Army,10,GARMISCH,2,Europe,GA01,E0,,Dave,EDELWEISS,20%,Edelweiss,Floor,Edelweiss,December 2020,True,TRUE,Closed
2521,TURTLE COVE,9/2/2010,8/8/8888,200,20,Navy,21,DAEGU,4,Korea,DA05,K0,,Dave,TURTLE COVE,70%,Chinhae,Floor,Chinhae,December 2020,True,FALSE,Open
2523,CROW'S NEST,12/22/2004,8/8/8888,290,29,Navy,26,OKINAWA,5,Japan,OK04,J0,,Dave,CROW'S NEST,80%,USN Okinawa,Floor,USN Okinawa,December 2020,True,FALSE,Open
2525,PORT CALL,12/22/2004,8/8/8888,290,29,Navy,26,OKINAWA,5,Japan,OK10,J0,,Dave,PORT CALL,80%,USN Okinawa,Floor,USN Okinawa,December 2020,True,FALSE,Open
2588,CAPO OLDE TOWN SLOTS,10/4/2007,8/8/8888,90,9,Navy,42,NAPLES,2,Europe,NA01,E0,,Dave,CAPO OLDE TOWN,70%,Naples,Floor,Naples,December 2020,True,FALSE,Closed
2591,NAPLES B/C,10/9/2007,8/8/8888,90,9,Navy,42,NAPLES,2,Europe,NA02,E0,,Dave,NAPLES,70%,Naples,Floor,Naples,December 2020,True,FALSE,Closed
2595,SIG B/C,5/8/2007,8/8/8888,80,8,Navy,40,SIGONELLA,2,Europe,SN02,E0,,Dave,SIG,70%,Sigonella,Floor,Sigonella,December 2020,True,TRUE,Closed
2597,JOX SPORTS BAR,5/8/2007,8/8/8888,80,8,Navy,40,SIGONELLA,2,Europe,SN01,E0,,Dave,JOX SPORTS BAR,70%,Sigonella,Floor,Sigonella,December 2020,True,FALSE,Closed
2600,LA PLAZA,11/1/2015,8/8/8888,100,10,Navy,43,ROTA,2,Europe,RT02,E0,,Dave,LA PLAZA,70%,Rota,Floor,Rota,December 2020,True,TRUE,Closed
2601,ROTA LANES,12/1/2015,8/8/8888,100,10,Navy,43,ROTA,2,Europe,RT04,E0,,Dave,ROTA LANES,70%,Rota,Floor,Rota,December 2020,True,TRUE,Closed
2605,ROTA FLEET CTR,1/1/2015,8/8/8888,100,10,Navy,43,ROTA,2,Europe,RT03,E0,,Dave,ROTA FLEET CTR,70%,Rota,Floor,Rota,December 2020,True,FALSE,Closed
2618,GRAFFITI'S,12/1/2015,8/8/8888,70,7,Navy,39,SOUDA BAY,2,Europe,SB01,E0,,Dave,GRAFFITI'S,70%,Souda Bay,Floor,Souda Bay,December 2020,True,TRUE,Closed
2664,SANNO HOTEL,8/25/2006,8/8/8888,260,26,Navy,22,ZAMA,5,Japan,ZA06,J0,,Dave,SANNO HOTEL,80%,New Sanno,Floor,New Sanno,December 2020,True,FALSE,Open
2887,ROB JAVA CAFE,6/1/2013,8/8/8888,320,32,Army,2,KAISERSLAUTERN,2,Europe,KA04,E0,,Dave,ROB JAVA CAFE,20%,Rheinland Pfalz,Floor,Rheinland Pfalz,December 2020,True,FALSE,Open
2890,BOQ,3/24/2008,8/8/8888,100,10,Navy,43,ROTA,2,Europe,RT01,E0,,Dave,BOQ,70%,Rota,Floor,Rota,December 2020,True,FALSE,Closed
2895,THE ARENA B/C,4/17/2008,8/8/8888,30,3,Army,4,VICENZA,2,Europe,VZ03,E0,,Dave,ARENA,20%,Vicenza,Floor,Vicenza,December 2020,True,TRUE,Closed
2976,WIESBADEN ENT CTR,7/2/2010,8/8/8888,130,13,Army,47,WIESBADEN,2,Europe,WB04,E0,SMS Sep2019,Dave,WIESBADEN,20%,Wiesbaden,Floor,Wiesbaden,December 2020,True,FALSE,Open
3072,SEMBACH C/C,7/5/2012,8/8/8888,320,32,Army,2,KAISERSLAUTERN,2,Europe,KA05,E0,,Dave,SEMBACH,20%,Rheinland Pfalz,Floor,Rheinland Pfalz,December 2020,True,FALSE,Open
3078,CORNER POCKET,8/16/2012,8/8/8888,250,25,Navy,22,ZAMA,5,Japan,ZA04,J0,,Dave,CORNER POCKET,80%,USN Japan,Floor,USN Japan,December 2020,True,FALSE,Closed
3079,CLUB TRILOGY,7/20/2015,8/8/8888,250,25,Navy,22,ZAMA,5,Japan,ZA03,J0,,Dave,CLUB TRILOGY,80%,USN Japan,Floor,USN Japan,December 2020,True,FALSE,Open
3096,HARBOR VIEW CLUB,12/1/2013,8/8/8888,330,33,Navy,19,SASEBO,5,Japan,SA02,J0,,Dave,HARBOR VIEW,80%,USN Sasebo,Floor,USN Sasebo,December 2020,True,FALSE,Closed
3097,HARIO,1/1/2014,8/8/8888,330,33,Navy,19,SASEBO,5,Japan,SA03,J0,,Dave,HARIO,80%,USN Sasebo,Floor,USN Sasebo,December 2020,True,FALSE,Closed
3098,GALAXIES,12/1/2013,8/8/8888,330,33,Navy,19,SASEBO,5,Japan,SA01,J0,,Dave,GALAXIES,80%,USN Sasebo,Floor,USN Sasebo,December 2020,True,FALSE,Closed
3108,ACE'S GAME ROOM,2/1/2014,8/8/8888,130,13,Army,47,WIESBADEN,2,Europe,WB01,E0,,Dave,ACE'S GAME RM,20%,Wiesbaden,Floor,Wiesbaden,December 2020,True,FALSE,Open
3132,DEL DIN C/C,3/1/2014,8/8/8888,30,3,Army,4,VICENZA,2,Europe,VZ01,E0,,Dave,DEL DIN,20%,Vicenza,Floor,Vicenza,December 2020,True,TRUE,Open
3145,ALGIERS REC CTR,5/1/2016,8/8/8888,120,12,Army,46,VILSECK,2,Europe,VK01,E0,,Dave,ALGIERS REC,20%,Bavaria,Floor,Bavaria,December 2020,True,FALSE,Closed
3146,YOKOSUKA B/C,10/1/2015,8/8/8888,350,35,Navy,18,YOKOSUKA,5,Japan,YK06,J0,,Dave,YOKOSUKA,85%,USN Yokosuka,Floor,USN Yokosuka,December 2020,True,FALSE,Closed
3147,CLUB ALLIANCE,10/1/2015,8/8/8888,350,35,Navy,18,YOKOSUKA,5,Japan,YK01,J0,,Dave,CLUB ALLIANCE,85%,USN Yokosuka,Floor,USN Yokosuka,December 2020,True,FALSE,Closed
3148,CPO CLUB,5/24/2015,8/8/8888,350,35,Navy,18,YOKOSUKA,5,Japan,YK02,J0,,Dave,CPO CLUB,85%,USN Yokosuka,Floor,USN Yokosuka,December 2020,True,FALSE,Closed
3149,TAKEMIYA CLUB,10/1/2015,8/8/8888,350,35,Navy,18,YOKOSUKA,5,Japan,YK05,J0,,Dave,TAKEMIYA CLUB,85%,USN Yokosuka,Floor,USN Yokosuka,December 2020,True,FALSE,Closed
3150,OFFICERS CLUB,10/1/2015,8/8/8888,350,35,Navy,18,YOKOSUKA,5,Japan,YK03,J0,,Dave,OFFICERS CLUB,85%,USN Yokosuka,Floor,USN Yokosuka,December 2020,True,FALSE,Closed
3151,SEASIDE CLUB,10/1/2015,8/8/8888,350,35,Navy,18,YOKOSUKA,5,Japan,YK04,J0,,Dave,SEASIDE CLUB,85%,USN Yokosuka,Floor,USN Yokosuka,December 2020,True,FALSE,Open
3156,TERROR CLUB,5/1/2016,8/8/8888,360,36,Navy,17,SINGAPORE,4,Korea,SG01,K0,,Dave,TERROR CLUB,85%,Singapore,Floor,Singapore,December 2020,True,TRUE,Open
3158,MORNING CALM,9/15/2018,8/8/8888,180,78,Army,24,PYONGTAEK,4,Korea,PY04,K0,,Dave,MORNING CALM,20%,Camp Humphreys,Floor,Camp Humphreys,December 2020,True,FALSE,Open
3159,WHISPERS,4/1/2015,8/8/8888,290,29,Marine Corps,26,OKINAWA,5,Japan,OK14,J0,,Dave,WHISPERS,85%,USN Okinawa,Floor,USN Okinawa,December 2020,True,FALSE,Open
3164,TORII PINES TLF,12/15/2017,8/8/8888,270,27,Marine Corps,27,IWAKUNI,5,Japan,IW02,J0,,Dave,TORII PINES TLF,80%,USMA Iwakuni,Floor,USMA Iwakuni,December 2020,True,FALSE,Open
3165,CAMP ZAMA GOLF COURSE,10/22/2020,8/8/8888,250,24,Army,22,,,,,,,,,,USN Japan,Floor,USN Japan,December 2020,False,,
3166,FLIGHTLINE TAP ROOM,1/3/2018,8/8/8888,180,78,Army,24,PYONGTAEK,4,Korea,PY02,K0,Reno Oct'19 - Mar'20,Dave,FLIGHTLINE,20%,Camp Humphreys,Floor,Camp Humphreys,December 2020,True,FALSE,Open
3168,CAVE,10/12/2018,8/8/8888,180,78,Army,24,PYONGTAEK,4,Korea,PY01,K0,Open Oct 2018,Dave,CAVE,20%,Camp Humphreys,Floor,Camp Humphreys,December 2020,True,FALSE,Open
3169,HANSEN TLF,8/16/2019,8/8/8888,280,,Marine Corps,26,OKINAWA,5,Japan,OK14,J0,Open Aug 2019,Dave,HANSEN TLF,80%,Hansen,Floor,Hansen,December 2020,True,FALSE,Closed
196,KAZABRA,4/1/2001,8/8/8888,320,32,Army,2,KAISERSLAUTERN,2,Europe,KA02,E0,,Dave,KAZABRA,20%,Rheinland Pfalz,Floor,Rheinland Pfalz,February 2021,True,FALSE,Open
218,STRIKERS,4/4/2001,8/8/8888,320,32,Army,2,KAISERSLAUTERN,2,Europe,KA06,E0,,Dave,STRIKERS,20%,Rheinland Pfalz,Floor,Rheinland Pfalz,February 2021,True,FALSE,Open
